,brand,description,rating,ingredients,number_of_ingredients,number_of_reviews,price_USD,ingredients list,Propylparaben,Fd&c,D&C,P-Phenylenediamine,Formaldehyde,Palm Oil,Paraben,Alkyl Parahydroxy Benzoates,Cyclotetrasiloxane,Octamethylcyclotetrasiloxane,Cylcopentasiloxane,Polydimethylsiloxan,Sodium Lauryl Sulfate,Sls,Sodium Laureth Sulfate,Sles,Sodium Lauryl Sulfoacetate,Sodium Lauroyl Isoethionate,Sodium Lauroyl Taurate,Sodium Cocoyl Isoethionate,Sodium Lauroyl Methyl Isoethionate,Sodium Lauroyl Sarcosinate,Disodium Laureth Sulfosuccinate,Benzophenone,Paba,Avobenzone,Homosalate,Ethoxycinnmate,Oxybenzone,sum
370,Murad,city-skin-age-defense-broad-spectrum-spf-50-pa,4.3,"['Water (Aqua)', 'Cyclopentasiloxane', 'Dimethicone', 'Glycerin', 'C12-15 Alkyl Benzoate', 'Argania Spinosa Kernel Oil', 'Tocopheryl Acetate', 'Polyurethane-35', 'Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone', 'Polymethylsilsesquioxane', 'Avena Sativa (Oat) Kernel Extract', 'Xanthophyll', 'Retinyl Palmitate', 'Ascorbic Acid', 'Bisabolol', 'Hydrolyzed Jojoba Esters', 'Urea', 'Yeast Amino Acids', 'Trehalose', 'Inositol', 'Taurine', 'Betaine', 'Biosaccharide Gum-4', 'Hydroxyphenyl Propamidobenzoic Acid', 'Silica', 'Tapioca Starch', 'Sucrose', 'Pentylene Glycol', 'Butylene Glycol', 'Stearic Acid', 'Dimethicone/PEG-10/15 Crosspolymer', 'Dimethicone/Vinyl Dimethicone Crosspolymer', 'Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone', 'PEG-8 Dimethicone', 'Octyldodecanol', 'Sodium Propoxyhydroxypropyl Thiosulfate Silica', 'Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone', 'Aluminum Hydroxide', 'PEG/PPG-18/18 Dimethicone', 'Triethoxycaprylylsilane', 'Phenoxyethanol', 'Ethylhexylglycerin', 'Iron Oxides (CI 77491).']",43,26,68,"'Water (Aqua)', 'Cyclopentasiloxane', 'Dimethicone', 'Glycerin', 'C12-15 Alkyl Benzoate', 'Argania Spinosa Kernel Oil', 'Tocopheryl Acetate', 'Polyurethane-35', 'Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone', 'Polymethylsilsesquioxane', 'Avena Sativa (Oat) Kernel Extract', 'Xanthophyll', 'Retinyl Palmitate', 'Ascorbic Acid', 'Bisabolol', 'Hydrolyzed Jojoba Esters', 'Urea', 'Yeast Amino Acids', 'Trehalose', 'Inositol', 'Taurine', 'Betaine', 'Biosaccharide Gum-4', 'Hydroxyphenyl Propamidobenzoic Acid', 'Silica', 'Tapioca Starch', 'Sucrose', 'Pentylene Glycol', 'Butylene Glycol', 'Stearic Acid', 'Dimethicone/PEG-10/15 Crosspolymer', 'Dimethicone/Vinyl Dimethicone Crosspolymer', 'Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone', 'PEG-8 Dimethicone', 'Octyldodecanol', 'Sodium Propoxyhydroxypropyl Thiosulfate Silica', 'Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone', 'Aluminum Hydroxide', 'PEG/PPG-18/18 Dimethicone', 'Triethoxycaprylylsilane', 'Phenoxyethanol', 'Ethylhexylglycerin', 'Iron Oxides (CI 77491).'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,CoTz,face-natural-skin-tone-spf-40,4.4,"['Active Ingredients: Titanium Dioxide 8%', 'Zinc Oxide 3.8%. Inactive Ingredients: Alumina,Cyclopentasiloxane', 'Dimethicone', 'Dimethicone Crosspolymer', 'Dimethicone/Vinyl Dimethicone Crossspolymer', 'Dimethiconol', 'Lauryl PEG/PPG 18/18 Methicone', 'Methicone', 'PEG-10 Dimethicone (May Contain Iron Oxide).']",9,374,23,"'Active Ingredients: Titanium Dioxide 8%', 'Zinc Oxide 3.8%. Inactive Ingredients: Alumina,Cyclopentasiloxane', 'Dimethicone', 'Dimethicone Crosspolymer', 'Dimethicone/Vinyl Dimethicone Crossspolymer', 'Dimethiconol', 'Lauryl PEG/PPG 18/18 Methicone', 'Methicone', 'PEG-10 Dimethicone (May Contain Iron Oxide).'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,ULTA,bronze-glow-self-tanning-glow-by-morning-gradual-tan-drops,4.0,"['Water', 'Dihydroxyacetone', 'Dimethyl Isosorbide', 'SD Alcohol 40-B', 'Glycerin', 'Erythrulose', 'Citric Acid', 'Xanthan Gum', 'Potassium Sorbate', 'Sodium Benzoate', 'Fragrance', 'Camellia Oleifera (Green Tea) Leaf Extract', 'Caramel', 'Aloe Barbadensis Leaf Juice Powder', 'Tocopheryl Acetate.']",15,159,10,"'Water', 'Dihydroxyacetone', 'Dimethyl Isosorbide', 'SD Alcohol 40-B', 'Glycerin', 'Erythrulose', 'Citric Acid', 'Xanthan Gum', 'Potassium Sorbate', 'Sodium Benzoate', 'Fragrance', 'Camellia Oleifera (Green Tea) Leaf Extract', 'Caramel', 'Aloe Barbadensis Leaf Juice Powder', 'Tocopheryl Acetate.'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,St. Tropez,self-tan-dark-bronzing-mousse,4.5,"['Aqua (Water)', 'Dihydroxyacetone', 'Ethoxydiglycol', 'Caramel', 'Propylene Glycol', 'Glycerin', 'PPG-5-Ceteth-20', 'Decyl Glucoside', 'Phenoxyethanol', 'Melanin', 'Hydroxyethylcellulose', 'Sodium Metabisulfite', 'Parfum', 'Ethylhexylglycerin', 'Aloe Barbadensis Leaf Juice', 'Linalool', 'Hexyl Cinnamal', 'Benzyl Salicylate', 'Butylphenyl Methylpropional', 'Citronellol', 'd-limonene', 'Hydroxycitronellal', 'Alpha-isomethyl Ionone', 'Coumarin', 'Anisyl Alcohol', 'Potassium Sorbate', 'Citric Acid', 'CI 14700 (Red 4)', 'CI 19140 (Yellow 5)', 'CI 42090 (Blue 1).']",30,151,44,"'Aqua (Water)', 'Dihydroxyacetone', 'Ethoxydiglycol', 'Caramel', 'Propylene Glycol', 'Glycerin', 'PPG-5-Ceteth-20', 'Decyl Glucoside', 'Phenoxyethanol', 'Melanin', 'Hydroxyethylcellulose', 'Sodium Metabisulfite', 'Parfum', 'Ethylhexylglycerin', 'Aloe Barbadensis Leaf Juice', 'Linalool', 'Hexyl Cinnamal', 'Benzyl Salicylate', 'Butylphenyl Methylpropional', 'Citronellol', 'd-limonene', 'Hydroxycitronellal', 'Alpha-isomethyl Ionone', 'Coumarin', 'Anisyl Alcohol', 'Potassium Sorbate', 'Citric Acid', 'CI 14700 (Red 4)', 'CI 19140 (Yellow 5)', 'CI 42090 (Blue 1).'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Dermalogica,clear-start-clearing-defense-moisturizer-spf-30,4.9,"['Water/Aqua/Eau', 'Homosalate', 'Octocrylene', 'Ethylhexyl Salicylate', 'Butylene Glycol', 'Silica', 'Butyl Methoxydibenzoylmethane', 'Caprylyl Methicone', 'C12-15 Alkyl Benzoate,VP/Eicosene Copolymer', 'Dimethyl Capramide', 'Polyglyceryl-2 Stearate', 'Saccharide Isomerate', 'Tapioca Starch', 'Coriandrum Sativum (Coriander) Fruit Oil', 'Camellia Sinensis Leaf Extract', 'Sodium Ascorbyl Phosphate', 'Salix Alba (Willow) Bark Extract', 'Terpineol', 'Thymol', 'Citrus Aurantium Dulcis (Orange) Peel Oil', 'Dipotassium Glycyrrhizate', 'Tocopherol', 'Potassium Cetyl Phosphate', 'Arachidyl Alcohol', 'Glyceryl Stearate SE', 'PEG-100 Stearate', 'Behenyl Alcohol', 'Benzyl Alcohol', 'Xanthan Gum', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Arachidyl Glucoside', 'Ethylhexylglycerin,Tocopheryl Acetate', 'Trisodium Ethylenediamine Disuccinate', 'Citric Acid', 'Sodium Citrate', 'Sodium Hydroxide', 'Linalool', 'Limonene', 'Geraniol', 'Citronellol', 'Phenoxyethanol.  Dermalogica is dedicated to maintaining the accuracy of the ingredient lists on this website. However', 'because ingredients are subject to change', 'we cannot guarantee that these lists are complete', 'up-to-date and/or error-free. For an accurate listing of ingredients in each product', 'please refer to your product packaging.']",45,114,28,"'Water/Aqua/Eau', 'Homosalate', 'Octocrylene', 'Ethylhexyl Salicylate', 'Butylene Glycol', 'Silica', 'Butyl Methoxydibenzoylmethane', 'Caprylyl Methicone', 'C12-15 Alkyl Benzoate,VP/Eicosene Copolymer', 'Dimethyl Capramide', 'Polyglyceryl-2 Stearate', 'Saccharide Isomerate', 'Tapioca Starch', 'Coriandrum Sativum (Coriander) Fruit Oil', 'Camellia Sinensis Leaf Extract', 'Sodium Ascorbyl Phosphate', 'Salix Alba (Willow) Bark Extract', 'Terpineol', 'Thymol', 'Citrus Aurantium Dulcis (Orange) Peel Oil', 'Dipotassium Glycyrrhizate', 'Tocopherol', 'Potassium Cetyl Phosphate', 'Arachidyl Alcohol', 'Glyceryl Stearate SE', 'PEG-100 Stearate', 'Behenyl Alcohol', 'Benzyl Alcohol', 'Xanthan Gum', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Arachidyl Glucoside', 'Ethylhexylglycerin,Tocopheryl Acetate', 'Trisodium Ethylenediamine Disuccinate', 'Citric Acid', 'Sodium Citrate', 'Sodium Hydroxide', 'Linalool', 'Limonene', 'Geraniol', 'Citronellol', 'Phenoxyethanol.  Dermalogica is dedicated to maintaining the accuracy of the ingredient lists on this website. However', 'because ingredients are subject to change', 'we cannot guarantee that these lists are complete', 'up-to-date and/or error-free. For an accurate listing of ingredients in each product', 'please refer to your product packaging.'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
375,Fake Bake,flawless-darker-self-tan-liquid-professional-mitt,3.6,"['Water', 'SD Alcohol 40-B', 'Dihydroxyacetone', 'Dimethyl Lsosorbide', 'Ethoxydiglycol', 'Propylene Glycol', 'Glycerin', 'Polysorbate 80', 'Erythrulose', 'Tetrasodium EDTA', 'Frabrance', 'Blue 1', 'Yellow 5', 'Red 40', 'Coumarin.']",15,268,32,"'Water', 'SD Alcohol 40-B', 'Dihydroxyacetone', 'Dimethyl Lsosorbide', 'Ethoxydiglycol', 'Propylene Glycol', 'Glycerin', 'Polysorbate 80', 'Erythrulose', 'Tetrasodium EDTA', 'Frabrance', 'Blue 1', 'Yellow 5', 'Red 40', 'Coumarin.'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Fake Bake,flawless-self-tanning-liquid-professional-mitt,4.2,"['Water (Aqua)', 'SD Alcohol 40-B', 'Dihydroxyacetone', 'Dimethyl Isosorbide', 'Propylene Glycol', 'Glycerin', 'Polysorbate 80', 'Erythrulose', 'Tetrasodiuim EDTA', 'Fragrance (Parfum)', 'Blue 1 (CI 42090)', 'Yellow 5 (CI 19140)', 'Red 40 (Ci 16035)', 'Coumarin.']",14,598,28,"'Water (Aqua)', 'SD Alcohol 40-B', 'Dihydroxyacetone', 'Dimethyl Isosorbide', 'Propylene Glycol', 'Glycerin', 'Polysorbate 80', 'Erythrulose', 'Tetrasodiuim EDTA', 'Fragrance (Parfum)', 'Blue 1 (CI 42090)', 'Yellow 5 (CI 19140)', 'Red 40 (Ci 16035)', 'Coumarin.'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,Dermalogica,oil-free-matte-broad-spectrum-spf-30,4.4,"['Active: Avobenzone 3.00%', 'Homosalate 8.00%', 'Octisalate 4.00%', 'Oxybenzone 5.00%.Inactive: Water/Aqua/Eau', 'Homosalate', 'Benzophenone-3', 'Ethylhexyl Salicylate', 'Butyl Methoxydibenzoylmethane', 'PPG-3 Benzyl Ether Ethylhexanoate', 'Butylene Glycol', 'Nylon-12', 'Aluminum Starch Octenylsuccinate', 'Arachidyl Alcohol', 'Stearic Acid', 'Polysorbate 80', 'Leuconostoc/Radish Root Ferment Filtrate', 'Enantia Chlorantha Bark Extract', 'Camellia Sinensis Leaf Extract', 'Oleanolic Acid', 'Niacinamide', 'Yeast Extract', 'Aesculus Hippocastanum (Horse Chestnut) Seed Extract', 'Ammonium Glycyrrhizate', 'Panthenol', 'Zinc Gluconate', 'Caffeine', 'Biotin', 'Ascorbyl Tetraisopalmitate', 'Sodium DNA', 'Tocopherol', 'Caprylic/Capric Triglyceride', 'Carbomer', 'Carthamus Tinctorius (Safflower) Oleosomes', 'Citrus Grandis (Grapefruit) Peel Oil', 'Limonene', 'Tocopheryl Acetate', 'Behenyl Alcohol', 'Arachidyl Glucoside', 'Cetyl Alcohol', 'Glyceryl Stearate SE', 'Sorbitan Stearate', 'Vinyl Dimethicone/Methicone Silesquioxane Crosspolymer', 'Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Isohexadecane', 'Polysorbate 60', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Xanthan Gum', 'Sodium Benzoate', 'Potassium Sorbate', 'Sodium Hydroxide', 'Disodium EDTA.Dermalogica is dedicated to maintaining the accuracy of the ingredient lists on this website. However', 'because ingredients are subject to change', 'we cannot guarantee that these lists are complete', 'up-to-date and/or error-free. For an accurate listing of ingredients in each product', 'please refer to your product packaging.']",55,86,54,"'Active: Avobenzone 3.00%', 'Homosalate 8.00%', 'Octisalate 4.00%', 'Oxybenzone 5.00%.Inactive: Water/Aqua/Eau', 'Homosalate', 'Benzophenone-3', 'Ethylhexyl Salicylate', 'Butyl Methoxydibenzoylmethane', 'PPG-3 Benzyl Ether Ethylhexanoate', 'Butylene Glycol', 'Nylon-12', 'Aluminum Starch Octenylsuccinate', 'Arachidyl Alcohol', 'Stearic Acid', 'Polysorbate 80', 'Leuconostoc/Radish Root Ferment Filtrate', 'Enantia Chlorantha Bark Extract', 'Camellia Sinensis Leaf Extract', 'Oleanolic Acid', 'Niacinamide', 'Yeast Extract', 'Aesculus Hippocastanum (Horse Chestnut) Seed Extract', 'Ammonium Glycyrrhizate', 'Panthenol', 'Zinc Gluconate', 'Caffeine', 'Biotin', 'Ascorbyl Tetraisopalmitate', 'Sodium DNA', 'Tocopherol', 'Caprylic/Capric Triglyceride', 'Carbomer', 'Carthamus Tinctorius (Safflower) Oleosomes', 'Citrus Grandis (Grapefruit) Peel Oil', 'Limonene', 'Tocopheryl Acetate', 'Behenyl Alcohol', 'Arachidyl Glucoside', 'Cetyl Alcohol', 'Glyceryl Stearate SE', 'Sorbitan Stearate', 'Vinyl Dimethicone/Methicone Silesquioxane Crosspolymer', 'Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Isohexadecane', 'Polysorbate 60', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Xanthan Gum', 'Sodium Benzoate', 'Potassium Sorbate', 'Sodium Hydroxide', 'Disodium EDTA.Dermalogica is dedicated to maintaining the accuracy of the ingredient lists on this website. However', 'because ingredients are subject to change', 'we cannot guarantee that these lists are complete', 'up-to-date and/or error-free. For an accurate listing of ingredients in each product', 'please refer to your product packaging.'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,4
378,Clinique,pep-start-daily-uv-protector-broad-spectrum-spf-50,3.9,"['Active: Titanium Dioxide 6.3%', 'Zinc Oxide 4.0%. Inactive: Water\\Aqua\\Eau', 'Dimethicone', 'Butyloctyl Salicylate', 'Polydiethylsiloxane', 'C12-15 Alkyl Benzoate', 'Isononyl Isononanoate', 'Diethylhexyl Succinate', 'Neopentyl Glycol Diheptanoate', 'Methyl Trimethicone', 'Butylene Glycol', 'Ethylhexyl Methoxycrylene', 'Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone', 'Silica', 'Laureth-4', 'Cetyl PEG/PPG-10/1 Dimethicone', 'Dipentaerythrityl Tri-Polyhydroxystearate', 'Hydrolyzed Wheat Protein/Pvp Crosspolymer', 'Caprylyl Glycol', 'Dimethicone Silylate', 'Dimethicone/PEG-10/15 Crosspolymer', 'Isostearic Acid', 'Dimethicone Crosspolymer-3', 'Polyhydroxystearic Acid', 'Triethoxycaprylylsilane', 'Dipropylene Glycol', 'Phenoxyethanol', 'Iron Oxides (CI 77491)', 'Iron Oxides (CI 77492).']",29,100,19,"'Active: Titanium Dioxide 6.3%', 'Zinc Oxide 4.0%. Inactive: Water\\Aqua\\Eau', 'Dimethicone', 'Butyloctyl Salicylate', 'Polydiethylsiloxane', 'C12-15 Alkyl Benzoate', 'Isononyl Isononanoate', 'Diethylhexyl Succinate', 'Neopentyl Glycol Diheptanoate', 'Methyl Trimethicone', 'Butylene Glycol', 'Ethylhexyl Methoxycrylene', 'Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone', 'Silica', 'Laureth-4', 'Cetyl PEG/PPG-10/1 Dimethicone', 'Dipentaerythrityl Tri-Polyhydroxystearate', 'Hydrolyzed Wheat Protein/Pvp Crosspolymer', 'Caprylyl Glycol', 'Dimethicone Silylate', 'Dimethicone/PEG-10/15 Crosspolymer', 'Isostearic Acid', 'Dimethicone Crosspolymer-3', 'Polyhydroxystearic Acid', 'Triethoxycaprylylsilane', 'Dipropylene Glycol', 'Phenoxyethanol', 'Iron Oxides (CI 77491)', 'Iron Oxides (CI 77492).'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,Perricone MD,high-potency-classics-face-finishing-firming-tinted-moisturizer-spf-30,4.3,"['Active Ingredient: Titanium Dioxide 4.2% Inactive Ingredients: Water/Aqua/Eau', 'Glycerin', 'Cyclopentasiloxane', 'Dimethicone', 'Pentylene Glycol', 'Ethylhexyl Methoxycrylene', 'Polyester-8', 'Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone', 'Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Benzyl Alcohol', 'Aluminum Hydroxide', 'Stearic Acid', 'Iron Oxides ( CI 77491', 'CI 77492', 'CI 77499)', 'Diethylhexyl Syringylidenemalonate', 'Hydrogenated Lecithin', 'Titanium Dioxide (CI 77891)', 'Isohexadecane', 'Bisabolol', 'Mica (CI 77019)', 'Tetrahexyldecyl Ascorbate', 'Phenoxyethanol', 'Silica Dimethyl Silytate', 'Polyester-1', 'Polysilicone-11', 'Polysorbate 60', 'Caprylic/Capric Triglyceride', 'Sodium Benzoate', 'Potassium Sorbate', 'Fragrance/ Parfum', 'Xanthan Gum', 'Hydrogenated Phosphatidylcholine Citronellol', 'Thioctic Acid', 'Geraniol', 'Astaxanthin', 'Hydroxycitronellal', 'Butylphenyl Methylpropional']",38,18,69,"'Active Ingredient: Titanium Dioxide 4.2% Inactive Ingredients: Water/Aqua/Eau', 'Glycerin', 'Cyclopentasiloxane', 'Dimethicone', 'Pentylene Glycol', 'Ethylhexyl Methoxycrylene', 'Polyester-8', 'Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone', 'Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Benzyl Alcohol', 'Aluminum Hydroxide', 'Stearic Acid', 'Iron Oxides ( CI 77491', 'CI 77492', 'CI 77499)', 'Diethylhexyl Syringylidenemalonate', 'Hydrogenated Lecithin', 'Titanium Dioxide (CI 77891)', 'Isohexadecane', 'Bisabolol', 'Mica (CI 77019)', 'Tetrahexyldecyl Ascorbate', 'Phenoxyethanol', 'Silica Dimethyl Silytate', 'Polyester-1', 'Polysilicone-11', 'Polysorbate 60', 'Caprylic/Capric Triglyceride', 'Sodium Benzoate', 'Potassium Sorbate', 'Fragrance/ Parfum', 'Xanthan Gum', 'Hydrogenated Phosphatidylcholine Citronellol', 'Thioctic Acid', 'Geraniol', 'Astaxanthin', 'Hydroxycitronellal', 'Butylphenyl Methylpropional'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,La Roche-Posay,anthelios-50-ultra-light-tinted-mineral-sunscreen-spf-50,4.3,"['Active: Titanium Dioxide 11% (sunscreen).Inactive: Water', 'Isododecane', 'C12-15 Alkyl Benzoate', 'Dimethicone', 'Undecane', 'Triethylhexanoin', 'Isohexadecane', 'Styrene/acrylates Copolymer', 'Nylon-12', 'Caprylyl Methicone', 'Butyloctyl Salicylate', 'Phenethyl Benzoate', 'Silica', 'Tridecane', 'Dicaprylyl Carbonate', 'Dicaprylyl Ether', 'Talc', 'Dimethicone/PEG 10/15 Crosspolymer', 'Aluminum Stearate', 'Pentylene Glycol', 'C9-15 Fluoroalcohol Phosphate', 'Tocopherol', 'Phenoxyethanol', 'Stearic Acid', 'Diethylhexyl Sryingylidenemalonate', 'PEG-9 Polydimethylsiloxyethyl Dimethicone', 'Magnesium Sulfate', 'PEG-8 Laurate', 'PEG-9', 'Polyhydroxystearic Acid', 'Maltodextrin', 'Benzoic Acid', 'Iron Oxides', 'Propylene Glycol', 'Propylene Carbonate', 'Caprylyl Glycol', 'Disteardimonium Hectorite', 'Cassia Alata Leaf Extract', 'Alumina', 'Aluminum Hydroxide.']",40,213,36,"'Active: Titanium Dioxide 11% (sunscreen).Inactive: Water', 'Isododecane', 'C12-15 Alkyl Benzoate', 'Dimethicone', 'Undecane', 'Triethylhexanoin', 'Isohexadecane', 'Styrene/acrylates Copolymer', 'Nylon-12', 'Caprylyl Methicone', 'Butyloctyl Salicylate', 'Phenethyl Benzoate', 'Silica', 'Tridecane', 'Dicaprylyl Carbonate', 'Dicaprylyl Ether', 'Talc', 'Dimethicone/PEG 10/15 Crosspolymer', 'Aluminum Stearate', 'Pentylene Glycol', 'C9-15 Fluoroalcohol Phosphate', 'Tocopherol', 'Phenoxyethanol', 'Stearic Acid', 'Diethylhexyl Sryingylidenemalonate', 'PEG-9 Polydimethylsiloxyethyl Dimethicone', 'Magnesium Sulfate', 'PEG-8 Laurate', 'PEG-9', 'Polyhydroxystearic Acid', 'Maltodextrin', 'Benzoic Acid', 'Iron Oxides', 'Propylene Glycol', 'Propylene Carbonate', 'Caprylyl Glycol', 'Disteardimonium Hectorite', 'Cassia Alata Leaf Extract', 'Alumina', 'Aluminum Hydroxide.'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,COOLA,full-spectrum-360-degree-sun-silk-drops-organic-sunscreen-spf-30,4.4,"['Active: Avobenzone: 2.0%', 'Homosalate: 10.0%', 'Octisalate: 5.0%', 'Octocrylene: 6.0%. Inactive: Aloe Barbadensis Leaf Extract (ORGANIC)', 'Anthemis Nobilis (Chamomile) Flower Oil', 'Butylene Glycol', 'Butyloctyl Salicylate', 'Calcium Gluconate', 'Caprylic/Capric Triglyceride', 'Carthamus Tinctorius (ORGANIC Safflower) Seed Oil', 'Citrus Aurantium Amara (Bitter Orange) Flower Extract', 'Citrus Aurantium Amara (Bitter Orange) Leaf/Twig Extract', 'Dicaprylyl Carbonate', 'Glycerin (ORGANIC)', 'Glyceryl Stearate SE', 'Jasminum Sambac (Jasmine) Leaf Cell Extract', 'Nylon-12', 'Olea Europaea (ORGANIC Olive) Fruit Oil', 'Plankton Leaf Extract', 'Propanediol', 'Schinus Molle Extract', 'Simmondsia Chinensis (ORGANIC Jojoba) Seed Oil', 'Sodium Benzoate', 'Sodium Hyaluronate', 'Sodium Stearoyl Glutamate', 'Theobroma Cacao (Cocoa) Seed Extract', 'Tocopheryl Acetate', 'Water (Aqua)', 'Xanthan Gum.']",29,88,46,"'Active: Avobenzone: 2.0%', 'Homosalate: 10.0%', 'Octisalate: 5.0%', 'Octocrylene: 6.0%. Inactive: Aloe Barbadensis Leaf Extract (ORGANIC)', 'Anthemis Nobilis (Chamomile) Flower Oil', 'Butylene Glycol', 'Butyloctyl Salicylate', 'Calcium Gluconate', 'Caprylic/Capric Triglyceride', 'Carthamus Tinctorius (ORGANIC Safflower) Seed Oil', 'Citrus Aurantium Amara (Bitter Orange) Flower Extract', 'Citrus Aurantium Amara (Bitter Orange) Leaf/Twig Extract', 'Dicaprylyl Carbonate', 'Glycerin (ORGANIC)', 'Glyceryl Stearate SE', 'Jasminum Sambac (Jasmine) Leaf Cell Extract', 'Nylon-12', 'Olea Europaea (ORGANIC Olive) Fruit Oil', 'Plankton Leaf Extract', 'Propanediol', 'Schinus Molle Extract', 'Simmondsia Chinensis (ORGANIC Jojoba) Seed Oil', 'Sodium Benzoate', 'Sodium Hyaluronate', 'Sodium Stearoyl Glutamate', 'Theobroma Cacao (Cocoa) Seed Extract', 'Tocopheryl Acetate', 'Water (Aqua)', 'Xanthan Gum.'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
382,ULTA,bronze-glow-self-tanning-tinted-mist,4.2,"['Water', 'SD Alcohol 40-B', 'Dihydroxyacetone', 'Polysorbate 20', 'Glycerin', 'Caramel', 'Ctiric Acid', 'Fragrance', 'Aloe Barbadensis Leaf Juice', 'Erythrulose', 'Glycerin', 'Tocopheryl Acetate', 'Camellia Oleifera (Green Tea) Leaf Extract']",13,242,10,"'Water', 'SD Alcohol 40-B', 'Dihydroxyacetone', 'Polysorbate 20', 'Glycerin', 'Caramel', 'Ctiric Acid', 'Fragrance', 'Aloe Barbadensis Leaf Juice', 'Erythrulose', 'Glycerin', 'Tocopheryl Acetate', 'Camellia Oleifera (Green Tea) Leaf Extract'",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
