ProductName,BrandName,ChemicalCount,DiscontinuedDate,ChemicalName,Discontinued
Colorsilk Root Perfect- Dark Auburn (3R),Revlon,1,0,'Titanium dioxide',1
Colorsilk Root Perfect- Dark Blonde (06),Revlon,1,0,'Titanium dioxide',1
Colorsilk Root Perfect- Dark Brown (03),Revlon,1,0,'Titanium dioxide',1
Colorsilk Root Perfect- Light Auburn (5R),Revlon,1,0,'Titanium dioxide',1
Colorsilk Root Perfect- Light Blonde (08),Revlon,1,0,'Titanium dioxide',1
Colorsilk Root Perfect- Light Brown (05),Revlon,1,0,'Titanium dioxide',1
Colorsilk Root Perfect- Light Golden Brown (5G),Revlon,1,0,'Titanium dioxide',1
Colorsilk Root Perfect- Medium Blonde (07),Revlon,1,0,'Titanium dioxide',1
Colorsilk Root Perfect- Medium Brown (04),Revlon,1,0,'Titanium dioxide',1
Colorsilk Root Perfect- Medium Golden Blonde (7G),Revlon,1,0,'Titanium dioxide',1
Colorsilk Root Perfect- Medium Golden Brown (4G),Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Azure Mist- mystical A 96,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Berry Bloom- deep purple 69,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Black Shimmer 87,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Blushed wines-toast 86,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Candyland A,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Candyland B,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Candyland C,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Candyland D,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Coffee bean-iced mocha 95,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Copper Spice-champagne 99,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Cream 84,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Highlighter Peach 02,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Highlighter light pink 04,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Highlighter pink 03,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- In the Buff-peach shimmer 85,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Ivory 01,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Lavendar Meadow- lt purple 15,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Natural 19,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Neutral khakis-taupe vert 93,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Nude Elements- frosty white/pure pearl 01,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Priceless Metals- gold 11,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Sandstorm-89 green shimmer,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Silver 85,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Starlight- platinum 01,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Sterling Rose- sterling grey 73,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Stonewash denim- ocean blue 76,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Sultry smoke- irridescent purple 07,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Summer Suedes- Daydreamer A 84,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- Summer Suedes- Daydreamer D 87,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- White 81,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- baby blue 78,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- black 10,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- bright rose 74,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- bronze 13,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- bronze 96,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- burgundy 83,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- burgundy 94,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- champ. Shimmer 94,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- charcoal 09,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- charcoal 57,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- charcoal 91,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- chocolate brown 95,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- copper 14,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- copper 97,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- dark blue 08,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- dark brown 97,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- dark purple 18,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- fuchia 70,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- light pink 88,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- lilac 16,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- lt blue 79,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- medium brown 92,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- metal shimmer 91,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- midtone brown 98,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- mocha brown 84,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- muted purple 71,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- muted rose 75,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- mystical B 97,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- mystical C 98,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- mystical C 99,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- navy 90,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- peach 98,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- pewter shimmer 90,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- pink 89,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- pink 93,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- pink freeze 87,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- pink frost 72,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- plum 91,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- rose shimmer 92,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- shroom 96,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- silver 12,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- skintone 99,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- tan 20,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- teal 17,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- teal 86,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- turquoise 85,Revlon,1,0,'Titanium dioxide',1
Colorstay 12 Hour Eye Shadow Quad- water cooler blue 77,Revlon,1,0,'Titanium dioxide',1
Colorstay 16 Hour Eye Shadow Quad (Matte),Revlon,1,0,'Titanium dioxide',1
Colorstay Active Light Makeup- Buff,Revlon,1,0,'Titanium dioxide',1
Colorstay Active Light Makeup- Golden Beige,Revlon,1,0,'Titanium dioxide',1
Colorstay Active Light Makeup- Ivory,Revlon,1,0,'Titanium dioxide',1
Colorstay Active Light Makeup- Medium Beige,Revlon,1,0,'Titanium dioxide',1
Colorstay Active Light Makeup- Natural Beige,Revlon,1,0,'Titanium dioxide',1
Colorstay Active Light Makeup- Natural Tan,Revlon,1,0,'Titanium dioxide',1
Colorstay Active Light Makeup- Nude,Revlon,1,0,'Titanium dioxide',1
Colorstay Active Light Makeup- Sand Beige,Revlon,1,0,'Titanium dioxide',1
Colorstay Active Light Makeup- Toast,Revlon,1,0,'Titanium dioxide',1
Colorstay Active Light Makeup- True Beige,Revlon,1,0,'Titanium dioxide',1
Colorstay Always On Nail Enamel- Always Blushing,Revlon,1,0,'Titanium dioxide',1
Colorstay Always On Nail Enamel- Always Romantic,Revlon,1,0,'Titanium dioxide',1
Colorstay Aqua Mineral Makeup,Revlon,1,0,'Titanium dioxide',1
Colorstay Brow Crayon,Revlon,1,0,'Titanium dioxide',1
Colorstay Brow Fantasy,Revlon,1,0,'Titanium dioxide',1
Colorstay Brow Kit,Revlon,1,0,'Titanium dioxide',1
Colorstay Concealer,Revlon,1,0,'Titanium dioxide',1
Colorstay Cr�me Eye Shadow,Revlon,1,0,'Titanium dioxide',1
Colorstay Cr�me Gel Eyeliner,Revlon,1,0,'Titanium dioxide',1
Colorstay Eyeliner Pencil,Revlon,1,0,'Titanium dioxide',1
Colorstay Eyeshadow Grande Palette,Revlon,1,0,'Titanium dioxide',1
Colorstay Full Cover Foundation,Revlon,1,0,'Titanium dioxide',1
Colorstay Lip Liner,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup Combo/Oily,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- Buff,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- Cappuccino,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- Caramel,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- Early Tan,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- Fresh Beige,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- Golden Beige,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- Golden Caramel,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- Ivory,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- Mahogany,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- Medium Beige,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- Mocha,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- Natural Beige,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- Natural Tan,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- Nude,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- Rich Ginger,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- Rich Tan,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- Sand Beige,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- Toast,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- True Beige,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Combination/Oily Skin- Warm Golden,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Normal/Dry Skin- Buff,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Normal/Dry Skin- Cappuccino,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Normal/Dry Skin- Caramel,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Normal/Dry Skin- Fresh Beige,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Normal/Dry Skin- Ivory,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Normal/Dry Skin- Medium Beige,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Normal/Dry Skin- Natural Beige,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Normal/Dry Skin- Natural Tan,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Normal/Dry Skin- Nude,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Normal/Dry Skin- Sand Beige,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Normal/Dry Skin- Toast,Revlon,1,0,'Titanium dioxide',1
Colorstay Makeup for Normal/Dry Skin- True Beige,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Foundation- Deep,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Foundation- Fair,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Foundation- Fair/Light,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Foundation- Light,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Foundation- Light Medium,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Foundation- Light Medium/Medium,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Foundation- Medium,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Foundation- Medium Deep,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Lipglaze- Continuous Coral,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Lipglaze- Continuous Pink,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Lipglaze- Endless lilac,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Lipglaze- Eternal Blossom,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Lipglaze- Everlasting Blush,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Lipglaze- Forever Fig,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Lipglaze- Forever Raisin,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Lipglaze- Infinite Rose,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Lipglaze- Lasting Shimmer,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Lipglaze- Neverending Nude,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Lipglaze- Overtime Wine,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Lipglaze- Perennial Pink,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Lipglaze- Perpetual Plum,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Lipglaze- Stay Ablaze,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Lipglaze- Timeless Nude,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Lipglaze- Unlimited Nectar,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Mousse Makeup SPF 20- Deep,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Mousse Makeup SPF 20- Deeper,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Mousse Makeup SPF 20- Deepest,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Mousse Makeup- Fair,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Mousse Makeup- Fair Light,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Mousse Makeup- Light,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Mousse Makeup- Light Medium,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Mousse Makeup- Light Medium/Medium,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Mousse Makeup- Medium,Revlon,1,0,'Titanium dioxide',1
Colorstay Mineral Mousse Makeup- Medium Deep,Revlon,1,0,'Titanium dioxide',1
Colorstay Nail Enamel- Always Amber,Revlon,1,01/22/2004,'Titanium dioxide',0
Colorstay Nail Enamel- Base,Revlon,1,0,'Titanium dioxide',1
Colorstay Nail Enamel- Berry Reliable,Revlon,1,01/22/2004,'Titanium dioxide',0
Colorstay Nail Enamel- Continuous Cranberry,Revlon,1,01/22/2004,'Titanium dioxide',0
Colorstay Nail Enamel- Diamonds Forever,Revlon,1,01/22/2004,'Titanium dioxide',0
Colorstay Nail Enamel- Endless Pink,Revlon,1,01/22/2004,'Titanium dioxide',0
Colorstay Nail Enamel- Everlasting Rose,Revlon,1,0,'Titanium dioxide',1
Colorstay Nail Enamel- Extremely Pink,Revlon,1,01/22/2004,'Titanium dioxide',0
Colorstay Nail Enamel- Invincible Bronze,Revlon,1,01/22/2004,'Titanium dioxide',0
Colorstay Nail Enamel- Lasting Mocha,Revlon,1,01/22/2004,'Titanium dioxide',0
Colorstay Nail Enamel- Limitless Lilac,Revlon,1,01/22/2004,'Titanium dioxide',0
Colorstay Nail Enamel- Plumberry Ever After,Revlon,1,01/22/2004,'Titanium dioxide',0
Colorstay Nail Enamel- Stay Natural Sheer,Revlon,1,01/22/2004,'Titanium dioxide',0
Colorstay Nail Enamel- Timeless Nude,Revlon,1,01/22/2004,'Titanium dioxide',0
Colorstay Nail Enamel- True Camisole Sheer,Revlon,1,01/22/2004,'Titanium dioxide',0
Colorstay Nail Enamel- True Camisole- Top Coat,Revlon,1,0,'Titanium dioxide',1
Colorstay Nail Enamel- Ultimate Wine,Revlon,1,01/22/2004,'Titanium dioxide',0
Colorstay Overtime LipColor,Revlon,1,0,'Titanium dioxide',1
Colorstay Overtime Lipcolor,Revlon,1,0,'Titanium dioxide',1
Colorstay Overtime Lipcolor- Bare Maximum,Revlon,1,0,'Titanium dioxide',1
Colorstay Overtime Lipcolor- Boundless Brandy,Revlon,1,0,'Titanium dioxide',1
Colorstay Overtime Lipcolor- Constantly Coral,Revlon,1,0,'Titanium dioxide',1
Colorstay Overtime Lipcolor- Endless Spice,Revlon,1,0,'Titanium dioxide',1
Colorstay Overtime Lipcolor- Eternally Tan,Revlon,1,0,'Titanium dioxide',1
Colorstay Overtime Lipcolor- Everlasting Rum,Revlon,1,0,'Titanium dioxide',1
Colorstay Overtime Lipcolor- Faithful Fawn,Revlon,1,0,'Titanium dioxide',1
Colorstay Overtime Lipcolor- Infinite Raspberry,Revlon,1,0,'Titanium dioxide',1
Colorstay Overtime Lipcolor- Keep Blushing,Revlon,1,0,'Titanium dioxide',1
Colorstay Overtime Lipcolor- On-going Flame,Revlon,1,0,'Titanium dioxide',1
Colorstay Overtime Lipcolor- Relentless Raisin,Revlon,1,0,'Titanium dioxide',1
Colorstay Overtime Lipcolor- True Chocolate,Revlon,1,0,'Titanium dioxide',1
Colorstay Overtime Lipcolor- Ultimate Wine,Revlon,1,0,'Titanium dioxide',1
Colorstay Overtime Sheer Lipcolor- Sheer Mocha,Revlon,1,0,'Titanium dioxide',1
Colorstay Overtime Sheer Lipcolor- Sheer Rosette,Revlon,1,0,'Titanium dioxide',1
Colorstay Overtime Sheer Lipcolor- Top Coat,Revlon,1,0,'Titanium dioxide',1
Colorstay Prep & Protect Primer SPF 34,Revlon,1,0,'Titanium dioxide',1
Colorstay Pressed Powder,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Cozy Coral,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Creamy Coral,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Divine Port Wine,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Dreamy Dusk,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Fabulous Fig,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Heavenly Mauve,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Juicy Plum,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Luscious Rose,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Luxe Lavender,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Mocha Silk,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Natural Cashmere,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Pecan Pleasure,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Pink Indulgence,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Plush Peony,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Plush Pink,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Red Velvet,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Rich Raisin,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Ripened Red,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Satin Rosewood,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Sensuous Spice,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Smooth Coffee,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Smooth Nude,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- So Blushious,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Lipcolor- Soft Cinnamon,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft & Smooth Sheer Lipcolor- Sheer Blossom,Revlon,1,02/02/2009,'Titanium dioxide',0
Colorstay Soft & Smooth Sheer Lipcolor- Sheer Bronze,Revlon,1,02/02/2009,'Titanium dioxide',0
Colorstay Soft & Smooth Sheer Lipcolor- Sheer Coral,Revlon,1,02/02/2009,'Titanium dioxide',0
Colorstay Soft & Smooth Sheer Lipcolor- Sheer Plum,Revlon,1,02/02/2009,'Titanium dioxide',0
Colorstay Soft & Smooth Sheer Lipcolor- Sheer Ruby,Revlon,1,02/02/2009,'Titanium dioxide',0
Colorstay Soft & Smooth Sheer Lipcolor- Sheer Watermelon,Revlon,1,02/02/2009,'Titanium dioxide',0
Colorstay Soft and Smooth Lipcolor- Plush Pink,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft and Smooth Lipcolor- Ripened Red,Revlon,1,0,'Titanium dioxide',1
Colorstay Soft and Smooth Lipcolor- Smooth Nude,Revlon,1,0,'Titanium dioxide',1
Colorstay Stick Makeup,Revlon,1,0,'Titanium dioxide',1
Colorstay Ultimate Liquid Lipstick,Revlon,1,0,'Titanium dioxide',1
Colorstay Ultimate Liquid Lipstick- Best Bubbly,Revlon,1,0,'Titanium dioxide',1
Colorstay Ultimate Liquid Lipstick- Bordeaux,Revlon,1,0,'Titanium dioxide',1
Colorstay Ultimate Liquid Lipstick- Brick Red,Revlon,1,0,'Titanium dioxide',1
Colorstay Ultimate Liquid Lipstick- Cool Pink,Revlon,1,0,'Titanium dioxide',1
Colorstay Ultimate Liquid Lipstick- Coral,Revlon,1,0,'Titanium dioxide',1
Colorstay Ultimate Liquid Lipstick- Dark Neutral,Revlon,1,0,'Titanium dioxide',1
Colorstay Ultimate Liquid Lipstick- Dark Pink,Revlon,1,0,'Titanium dioxide',1
Colorstay Ultimate Liquid Lipstick- Mauve,Revlon,1,0,'Titanium dioxide',1
Colorstay Ultimate Liquid Lipstick- Mocha,Revlon,1,0,'Titanium dioxide',1
Colorstay Ultimate Liquid Lipstick- Peach,Revlon,1,0,'Titanium dioxide',1
Colorstay Ultimate Liquid Lipstick- Plum,Revlon,1,0,'Titanium dioxide',1
Colorstay Ultimate Liquid Lipstick- Rose,Revlon,1,0,'Titanium dioxide',1
Colorstay Ultimate Liquid Lipstick- Sienna,Revlon,1,0,'Titanium dioxide',1
Colorstay Ultimate Liquid Lipstick- Warm Pink,Revlon,1,0,'Titanium dioxide',1
Colorstay Ultimate Liquid Lipstick- Wine,Revlon,1,0,'Titanium dioxide',1
Colorstay Ultimate Suede Lipstick,Revlon,1,0,'Titanium dioxide',1
Colorstay Whipped Makeup,Revlon,1,0,'Titanium dioxide',1
Colorvantage Nail Lacquer,Arissa,1,0,'Titanium dioxide',1
Colorz,ICE Spiker,1,0,'Titanium dioxide',1
Colour Calming Make-Up Base,No7,1,0,'Titanium dioxide',1
Colour Calming Primer,No7,1,0,'Titanium dioxide',1
Colour Chameleon,Charlotte Tilbury,2,0,"'Silica, crystalline (airborne particles of respirable size)', 'Titanium dioxide'",1
Colour Correcting Powder,Dr. Hauschka Skin Care,1,0,'Titanium dioxide',1
Colour Correcting Primer Green,purminerals,1,0,'Titanium dioxide',1
Colour Correcting Primer Peach,purminerals,1,0,'Titanium dioxide',1
Colour Gloss Soak Off Gel Nail Colour - 1-2 Punch,Artistic,1,0,"'Silica, crystalline (airborne particles of respirable size)'",1
Colour Gloss Soak Off Gel Nail Colour - A Jewel In Disguise,Artistic,1,0,'Titanium dioxide',1
Colour Gloss Soak Off Gel Nail Colour - A Muse of My Own,Artistic,1,0,'Titanium dioxide',1
Colour Gloss Soak Off Gel Nail Colour - Abstract Beauty,Artistic,1,0,'Titanium dioxide',1
Colour Gloss Soak Off Gel Nail Colour - Acid Washed Angel,Artistic,2,0,"'Silica, crystalline (airborne particles of respirable size)', 'Titanium dioxide'",1
Colour Gloss Soak Off Gel Nail Colour - Aim To Chill,Artistic,2,0,"'Titanium dioxide', 'Silica, crystalline (airborne particles of respirable size)'",1
Colour Gloss Soak Off Gel Nail Colour - Always Right,Artistic,1,0,'Titanium dioxide',1
Colour Gloss Soak Off Gel Nail Colour - Anticipation,Artistic,1,0,'Titanium dioxide',1
Colour Gloss Soak Off Gel Nail Colour - Artistic Life,Artistic,1,0,'Titanium dioxide',1
Colour Gloss Soak Off Gel Nail Colour - Attraction,Artistic,1,0,'Titanium dioxide',1
Colour Gloss Soak Off Gel Nail Colour - Babe With A Blade,Artistic,1,0,'Titanium dioxide',1
Colour Gloss Soak Off Gel Nail Colour - Baby Cakes,Artistic,1,0,'Titanium dioxide',1
Colour Gloss Soak Off Gel Nail Colour - Bad Habit,Artistic,1,0,'Titanium dioxide',1
Colour Gloss Soak Off Gel Nail Colour - Baes Of The Bay,Artistic,1,0,'Titanium dioxide',1
Colour Gloss Soak Off Gel Nail Colour - Betrayal,Artistic,1,0,'Titanium dioxide',1
Colour Gloss Soak Off Gel Nail Colour - Bravest of Them All,Artistic,1,0,'Titanium dioxide',1
Colour Gloss Soak Off Gel Nail Colour - Break The Mold,Artistic,1,0,'Titanium dioxide',1
