ProductName,BrandName,ChemicalCount,DiscontinuedDate,ChemicalName,Discontinued
Kid's Crest Cavity Protection Sparkle Fun toothpaste,Crest,1,0,'Titanium dioxide',1
Kid's Crest Cinnamon Mint,Crest,1,0,'Titanium dioxide',1
Kid's Tattoo,"Hallmark Cards, Inc.",1,0,'Titanium dioxide',1
KidStick Mineral Sunscreen SPF 40  .4oz,MDSolarSciences,1,0,'Titanium dioxide',1
Kids Lotion SPF 70+,Coppertone,1,0,'Vitamin A palmitate',1
Kids Sunscreen Spray SPF 50,Coppertone,1,0,'Vitamin A palmitate',1
Kiehl's Abyssine Lotion + SPF 15,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Activated Sun Protector for Body SPF 50,KIEHL'S,1,0,'Titanium dioxide',1
Kiehl's Activated Sun Protector for Face SPF 50,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Clearly Corrective Cream,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Clearly Corrective Deep Moisture Clarifying Cream,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Clearly Corrective Emulsion,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Concealing Stick For Blemishes,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Creme De Corps Soy Milk & Honey Body Polish,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Dermatologist Solutions Photo-Age Corrector Activated Toner,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Dermatologist Solutions Photo-Age Corrector Deep Action Exfoliating Cleanser,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Dermatologist Solutions Photo-Age Corrector Intensive Corrective Moisturizer,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Dermatologist Solutions Ultimate White Surface Brightening Exfoliator,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Facial Fuel Heavy Lifting Eye Cream,KIEHL'S ,1,0,'Titanium dioxide',1
Kiehl's Facial Fuel Heavy Lifting Eye Repair,KIEHL'S,1,0,'Titanium dioxide',1
Kiehl's Facial Fuel Transformer Age Correcting Moisture Gel for Men,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Gently Exfoliating Body Scrub,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Lip Balm SPF 15 Petrolatum Lip Protectant,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Lip Balm SPF 15 Petrolatum Lip Protection,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Lip Gloss,Kiehl's,1,0,'Titanium dioxide',1
"Kiehl's Liquid Hand Soap ""Pear Tree Corner""",Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Marvelous Mineral Mascara,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Micro Blur Skin Perfector,KIEHL'S,1,0,'Titanium dioxide',1
Kiehl's Rare Earth Deep Pore Cleansing Masque,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Rare Earth Deep Pore Daily Cleanser,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Rosa Arctica Eye,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Rosa Arctica Lightweight Cream,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Skin Tone Correcting & Beautifying BB Cream SPF 50,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Super Multi Corrective Eye Opening Serum,KIEHL'S ,1,0,'Titanium dioxide',1
Kiehl's Ultimate Brushless Shave Cream,Kiehl's,1,0,'Titanium dioxide',1
Kiehl's Ultra Facial Cream Intense Hydration,KIEHL'S,1,0,'Titanium dioxide',1
Kiehl's Ultra Facial Tinted Moisturizer SPF 15 Sunscreen,Kiehl's,1,0,'Titanium dioxide',1
"Kiehls Close Shaverettes ""Simply Mahvelous Legs"" Shave Cream",Kiehl's,1,0,'Titanium dioxide',1
Kill The Shine Pressed Powder,Collab,1,0,'Titanium dioxide',1
Killer Kohl Self-Sharpening Eye Pencil,Collab,1,0,'Titanium dioxide',1
Killer Stems,Artistic,1,0,'Titanium dioxide',1
Killer Stems,Artistic Nail Design ,2,0,"'Titanium dioxide', 'Carbon black'",1
Kimono Rose Bar Soap,Thymes,1,0,'Titanium dioxide',1
Kin Regenerating Lotion,Claudia Stevens,1,0,'Titanium dioxide',1
Kinerase C8 Peptide Intensive Treatment,Kinerase,1,0,'Oil Orange SS',1
Kinerase Extreme Lift Eye,Kinerase,1,0,"'Oil Orange SS', 'Titanium dioxide'",1
Kinerase Extreme Lift Face,Kinerase,1,0,'Oil Orange SS',1
Kinerase Intensive C8 Treatment Moisturizer,Kinerase,1,0,'Oil Orange SS',1
Kinerase Photofacial Day Moisturizer with SPF 50,Kinerase,1,0,'Titanium dioxide',1
Kinerase Pro Therapy C8 Peptide,Kinerase Pro Therapy,1,0,'Oil Orange SS',1
Kinerase Pro Therapy C8 Peptide Intensive Treatment,Kinerase Pro Therapy,1,0,'Oil Orange SS',1
Kinerase Pro Therapy C8 Peptide Serum,Kinerase Pro Therapy,1,0,'Oil Orange SS',1
Kinerase Ultimate Firming Face Cream,Kinerase,1,0,'Oil Orange SS',1
Kinetic Candy Lacquer,China Glaze,1,0,'Titanium dioxide',1
King of Wax,REZA be obsessed,1,0,'Titanium dioxide',1
Kinky in Helsinki,OPI Nail Lacquer,1,0,'Titanium dioxide',1
Kiss 2g Pink Gel Glue Twist Off,Kiss,1,0,'Butylated hydroxyanisole',1
Kiss 3g HQ Free Pink Gel,Kiss,1,0,'Butylated hydroxyanisole',1
Kiss Balm SPF 20,Revlon,1,0,'Titanium dioxide',1
Kiss Balm SPF 20,Revlon,2,0,'Titanium dioxide',1
Kiss Cushion Lip Tint,Revlon,1,0,'Titanium dioxide',1
Kiss Flawless Crystal Thick Gel Glue,Kiss,1,0,'Butylated hydroxyanisole',1
"Kiss M, I'm A Prince",Gelish,1,0,'Titanium dioxide',1
Kiss Me Heavy Rotation Coloring Eyebrow #01 Yellow Brown,Isehan,1,0,"'Titanium dioxide (airborne, unbound particles of respirable size)'",1
Kiss Me Heavy Rotation Coloring Eyebrow #02 Orange Brown,ISEHAN,1,0,"'Titanium dioxide (airborne, unbound particles of respirable size)'",1
Kiss Me Heavy Rotation Coloring Eyebrow #03 Ash Brown,ISEHAN,1,0,'Titanium dioxide',1
Kiss Me Heavy Rotation Coloring Eyebrow #04 Natural Brown,ISEHAN,1,0,'Titanium dioxide',1
Kiss Me Heavy Rotation Coloring Eyebrow #05 Light Brown,ISEHAN,1,0,'Titanium dioxide',1
Kiss Me Heavy Rotation Coloring Eyebrow #06 Pink Brown,ISEHAN,1,0,'Titanium dioxide',1
Kiss Me Heavy Rotation Coloring Eyebrow #07 Ash Beige,ISEHAN,1,0,'Titanium dioxide',1
Kiss Me Heavy Rotation Coloring Eyebrow #08 Ash Gray,ISEHAN,1,0,'Titanium dioxide',1
Kiss Me Heavy Rotation Long Volume Dynamic Mascara #01 Enamel Black,ISEHAN,1,0,'Titanium dioxide',1
Kiss Me Heavy Rotation Perfect Eyeliner N #02 Deep Brown,ISEHAN,1,0,'Titanium dioxide',1
Kiss Me Heroine Make_Micro Mascara Advanced Film [01 Super Black],ISEHAN,1,0,'Titanium dioxide',1
Kiss Me Heroine Make_Micro Mascara Advanced Film [02 Brown],ISEHAN,1,0,'Titanium dioxide',1
Kiss Me Lip Trio- Pink,Philosophy,1,0,'Titanium dioxide',1
Kiss Me Lip Trio- Soft Berry,Philosophy,1,0,'Titanium dioxide',1
Kiss Me Lip Trio-Coral,Philosophy,1,0,'Titanium dioxide',1
Kiss Me Pink,Philosophy,1,0,'Titanium dioxide',1
Kiss Me Tonight,Philosophy,1,0,"'Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.'",1
"Kiss Me, I'm A Prince",Harmony ,1,0,'Titanium dioxide',1
Kiss Nail Art Paint - White,Kiss,1,0,'Titanium dioxide',1
Kiss Of Color,Smackers,1,05/02/2013,'Titanium dioxide',0
Kiss The Bride Soak Off Gel Polish,IBD,1,0,'Titanium dioxide',1
Kiss This Gloss,Bonne Bell,1,05/02/2013,'Titanium dioxide',0
Kiss and Tell Lip Gloss,Ulta,1,0,'Titanium dioxide',1
Kiss at Midnight Lip Conditioner Trio (Berry),Arbonne Cosmetics,1,0,'Titanium dioxide',1
Kiss at Midnight Lip Conditioner Trio (Peach),Arbonne Cosmetics,1,0,'Titanium dioxide',1
Kiss at Midnight Lip Conditioner Trio (Pink),Arbonne Cosmetics,1,0,'Titanium dioxide',1
Kiss the Bride,Orly International,1,0,'Titanium dioxide',1
Kissed Awake,SuperNail Pro Gel,1,0,'Titanium dioxide',1
Kissed Awake,SuperNail Progel,1,0,'Titanium dioxide',1
Kisses Under The Mistletoe,Gelish,2,0,"'Titanium dioxide', 'Carbon black'",1
Kisses Under The Mistletoe,Harmony,1,0,"'Silica, crystalline (airborne particles of respirable size)'",1
Kisses Under The Mistletoe,Harmony ,1,0,'Titanium dioxide',1
Kitchen Fresh Hands Odor Neutralizing Hand Soap with Citrus Extracts,Softsoap,1,02/01/2017,'Titanium dioxide',0
Kitsune Bath Bomb,Lush Ltd,1,0,'Titanium dioxide',1
Kitten Classic,Benefit Cosmetics,1,0,'Titanium dioxide',1
Kitten Goes to Paris,Benefit Cosmetics,1,0,'Titanium dioxide',1
Kiwi Kiss Lacquer,Salon Perfect,1,0,'Titanium dioxide',1
Kiwi Lip Smacker,Lip Smacker,1,0,'Titanium dioxide',1
Kiwi Punch Hand Sanitizer with Beads,Germ-X,1,0,'Retinyl palmitate',1
Kiwi Punch Hand Sanitizer with Beads,Up&Up,1,0,'Retinyl palmitate',1
Kiwi Punch Hand Sanitizer with Beads,Walgreens,1,0,'Retinyl palmitate',1
Knock Out,IBD Just Gel,1,0,'Titanium dioxide',1
Knotty Laquer,China Glaze,1,0,'Titanium dioxide',1
Knuckle Under HD Hand Cleaner With Soy,Betco,1,0,'Formaldehyde (gas)',1
Knuckle Under Medicated,Betco,1,0,'Cocamide diethanolamine',1
Koala Bear-y,OPI Nail Lacquer,1,0,'Titanium dioxide',1
Kohl Eye Liner Pencil,Ulta,1,0,'Titanium dioxide',1
Kohl Pencil,Chantecaille,1,0,'Titanium dioxide',1
Kohl Root Eyeliner Pencils,Skinn,1,0,'Titanium dioxide',1
Kohl duo,Luminelle Folk Passion,1,0,'Titanium dioxide',1
Kohl duo 2012 christmas,LUM 4 ANIMATIONS,1,10/03/2013,'Titanium dioxide',0
Kohl pencil,Luminelle,1,12/07/2012,'Titanium dioxide',0
Kohl pencil duo,Luminelle,1,06/06/2011,'Titanium dioxide',0
Koji Hime Face Pack,She-Style ,1,0,'Titanium dioxide',1
Koji Hime Face Wash Paste,She Style ,1,0,'Titanium dioxide',1
Kool Aid Liquid Lip Smackers,Smackers,1,05/02/2013,'Titanium dioxide',0
Kool Kelp Lacquer,Salon Perfect,1,0,'Titanium dioxide',1
Krypton,Gelish,1,0,'Titanium dioxide',1
Kukui Washe,Classic,1,0,'Cocamide DEA',1
Kumadori Dual Ended Brow Pencil,Japonesque,1,0,'Titanium dioxide',1
Kumadori Felt Tip Eye Liner,Japonesque,1,0,'Carbon black',1
Kumadori Highlighter,Japonesque,1,0,'Titanium dioxide',1
Kumadori Highlighting Trio,Japonesque,1,0,'Titanium dioxide',1
Kumadori Lipstick,Japonesque,1,0,'Titanium dioxide',1
Kumadori Luminescent Finishing Powder,Japonesque,1,0,'Titanium dioxide',1
Kumadori Matte Liquid Lipstick,Japonesque,1,0,'Titanium dioxide',1
Kumadori Matte Metallic Liquid Lipstick,Japonesque,1,0,'Titanium dioxide',1
Kumadori Metallic Eye Pencil Trio,Japonesque,1,0,'Titanium dioxide',1
Kumadori Metallic Eye Pencil Trio,Japonesque,2,0,"'Titanium dioxide', 'Carbon black'",1
Kung Fu Panda Kaboom Tattoo,"Hallmark Cards, Inc.",1,0,'Titanium dioxide',1
Kung Fu-Chsia,Morgan Taylor ,1,0,'Titanium dioxide',1
Kush Fiber Gel Brow,Milk Makeup,1,0,'Titanium dioxide',1
Kush Lip Balm,Milk Makeup,1,0,'Titanium dioxide',1
Kyoto Pearl,ABSOLUTE FX,1,0,'Titanium dioxide',1
Kyoto Red Silk Lipstick,Tatcha,1,0,'Titanium dioxide',1
L' BEL COULEUR LUXE ROUGE AMPLIFIER XP/Amplifying lipstick SPF 15,L'BEL,1,0,'Retinyl palmitate',1
L' BEL COULEUR LUXE ROUGE AMPLIFIER XP/Amplifying lipstick SPF 15,L'BEL,2,0,"'Retinyl palmitate', 'Titanium dioxide', 'Talc'",1
L' BEL COULEUR LUXE ROUGE AMPLIFIER XP/Amplifying lipstick SPF 15,L'BEL,3,0,"'Titanium dioxide', 'Retinyl palmitate', 'Talc'",1
L'ARGENT CELESTE - STARRY LOOSE POWDER - SCINTILLATING BODY,LVMH FRAGRANCE BRANDS,1,0,'Titanium dioxide',1
L'ART DU TRAIT - PRECISION FELT EYELINER - LONG LASTING - WATER RESISTANT,GUERLAIN,1,0,'Carbon black',1
L'Absolu Creme De Brillance Visibly Replenishing & Reshaping Lip Cream,Lancome,1,0,'Titanium dioxide',1
L'BEL  35+ NUIT  LEDERM facial treatment against first signs of aging night cream all skin types,L'BEL,1,0,'Titanium dioxide',1
L'BEL 55+ NUIT LEDERM facial treatment against advanced signs of aging night cream all skin types,L'BEL,1,0,'Titanium dioxide',1
L'BEL COULEUR LUXE RESPLENDISANT NATURELL Labial l�quido volumen ultra sensual FPS 15  / Ultra-Sensuous Volume Liquid Lip Color,L'BEL,1,0,'Titanium dioxide',1
L'BEL COULEUR LUXE RESPLENDISANT NATURELL Labial l�quido volumen ultra sensual FPS 15  / Ultra-Sensuous Volume Liquid Lip Color,L'BEL,2,0,"'Talc', 'Titanium dioxide'",1
L'BEL COULEUR LUXE RESPLENDISANT XP FPS 15/ Ultra-Sensuous Volume Liquid Lip Color,L'BEL,1,0,"'Talc', 'Titanium dioxide', 'Acetaldehyde'",1
L'BEL COULEUR LUXE RESPLENDISANT XP FPS 15/ Ultra-Sensuous Volume Liquid Lip Color,L'BEL,2,0,"'Talc', 'Titanium dioxide'",1
L'BEL COULEUR LUXE SUPREME LAQUE,L'BEL,2,0,"'Butylated hydroxyanisole', 'Titanium dioxide'",1
L'BEL COULEUR LUXE SUPREME LAQUE,L'BEL,3,0,"'Butylated hydroxyanisole', 'Talc', 'Titanium dioxide'",1
L'BEL DIVINE   double use compact,L'BEL,2,0,"'Titanium dioxide', 'Talc'",1
L'BEL EFFET PARFAIT  Specialized Eye Lashes Treatment AM / PM,L'BEL,1,0,"'Silica, crystalline (airborne particles of respirable size)'",1
L'BEL EFFET PARFAIT  Tratamiento Especializado para pesta�as AM/PM,L'BEL,1,0,"'Silica, crystalline (airborne particles of respirable size)'",1
L'BEL EFFET PARFAIT MINERAL SPF 20,L'BEL,1,0,'Titanium dioxide',1
L'BEL/EBEL EFFET PARFAITT Foundation with Spot-Clayrifying Effect SPF 18,L'BEL,1,0,"'Titanium dioxide', 'Silica, crystalline (airborne particles of respirable size)'",1
L'BEL/EBEL EFFET PARFAITT Foundation with Spot-Clayrifying Effect SPF 18,L'BEL,2,0,"'Titanium dioxide', 'Silica, crystalline (airborne particles of respirable size)'",1
L'INSTANT DE GUERLAIN - PERFUMED BODY LOTION,GUERLAIN,2,06/30/2016,"'Titanium dioxide', 'Mica'",0
L'INTEMPOREL - Global Youth Beautifying Mask,GIVENCHY,1,0,'Titanium dioxide',1
L'INTEMPOREL BLOSSOM - Beautifying Radiance Serum - anti-fatigue,GIVENCHY,1,0,'Titanium dioxide',1
L'INTEMPOREL BLOSSOM - Pearly glow lotion - Anti-fatigue,GIVENCHY,1,0,'Titanium dioxide',1
L'INTEMPOREL BLOSSOM - Radiance Reviver Cream Anti-fatigue,GIVENCHY,1,0,'Titanium dioxide',1
L'INTEMPOREL BLOSSOM - Rosy Glow Highlight-Care - Face Eyes,GIVENCHY,1,0,'Titanium dioxide',1
L'INTEMPOREL MULTI-MASKING KIT - Global youth mask duo - V shape Sheet Mask,GIVENCHY,1,0,'Titanium dioxide',1
L'INTEMPOREL MULTI-MASKING KIT - Global youth mask duo - brightening ceam mask,GIVENCHY,1,0,'Titanium dioxide',1
L'OMBRE NOIRE - Multi-Purpose Shadow for Eyes - Wet & Dry,LVMH FRAGRANCE BRANDS,1,0,'Titanium dioxide',1
L'OR CELESTE - STARRY LOOSE POWDER - SCINTILLATING BODY,LVMH FRAGRANCE BRANDS,1,0,'Titanium dioxide',1
L'OR DE VIE LA CURE,Parfums Christian Dior,1,0,'Titanium dioxide',1
L'OR DE VIE LE SERUM,Parfums Christian Dior,1,0,'Titanium dioxide',1
L'OR DE VIE La Cr�me Contour Yeux et L�vres Creme for Eyes and Lips Contour,Parfums Christian Dior,1,0,'Titanium dioxide',1
L'OR DE VIE La Cr�me Yeux Cream For The Eyes,Parfums Christian Dior,1,0,'Titanium dioxide',1
L'OR DE VIE La cure 2018,Parfums Christian Dior,1,0,'Titanium dioxide',1
L'OR DE VIE la cure millesime vintage 2016,Parfums Christian Dior,1,0,'Titanium dioxide',1
L'OR EYELINER - FELT EYELINER SPARKLING GOLD,GUERLAIN,1,0,'Titanium dioxide',1
L'OREAL AGE PERFECT CELL RENEWAL ROSY TONE MOSITURIZER,L'OREAL,1,0,'Titanium dioxide',1
L'OREAL Color Rays Highlighting Powder Way Out White,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal  HIP Pure Pigment Shadow Stick,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal  Hydra Perfecte Powder,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Advanced Revitalift Complete Day Cream,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Advanced Revitalift Deep-Set Wrinkle Repair SPF Day Lotion,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Age Perfect Anti-Sagging & Ultra-Hydrating Day Cream SPF 15,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Age Perfect Cell Renewal Serum,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Age Perfect Eye Anti-Sagging & Ultra Hydrating Cream,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Age Perfect Hydra Nutrition Glow Renewal Day/Night Cream,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Age Perfect Pro-Calcium Day Cream SPF 15,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Age Perfect Pro-Calcium Day Cream-Fragrance Free SPF 15,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Age Perfect Skin Illuminator,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Age Perfect �Instant Radiance BB Cream,LOREAL,1,0,'Titanium dioxide',1
L'Oreal AgePerfect Skin Supporting & Hydrating Makeup SPF 12,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Bare Naturale All-Over Mineral Glow,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Bare Naturale Concealer,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Bare Naturale Eye Shadow,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Bare Naturale Focus Finished Powder,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Bare Naturale Gentle Mineral Blush,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Bare Naturale Gentle Mineral Enriched Eyeliner,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Bare Naturale Loose Powder,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Blush Delice Sheer Powder Blush,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Brow Stylist Brow Shaping Pencil,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Brow Stylist Designer - all shades,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Brow Stylist Plumper - all shades,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Brow Stylist Sculptor - all shades,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Brush-On Highlights,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Chunking Blocks of Highlights Kit,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Colour Juice Sheer Juicy Lip Gloss,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Colour Juice Stick,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Colour Riche Anti-Aging Serum Lipstick,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Colour Riche Caresse Aqua Lacquer,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Colour Riche Caresse Stick,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Colour Riche Extraordinaire,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Colour Riche Eye Shadow,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Colour Riche Eyeliner,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Colour Riche Le Balm,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Colour Riche Le Gloss,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Colour Riche Lip Gloss,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Colour Riche Lipcolour,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Colour Riche Lipliner,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Colour Riche Made for Me Naturals Lipcolour,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Colour Riche Nail,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Couleur Experte Micro-Fine Illuminating Powder,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Crayon Petite Lipliner,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Decrease EyeShadow Base,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Dermo Expertise Wrinkle DeCrease Collagen Filler Eye Illuminator,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Dermo-Expertise Eye Defense,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Dermo-Expertise Skin Genesis Multi-Layer Cell Strengthening Daily Moisturizer Oil-Free Lotion,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Dermo-Expertise Skin Genesis Multi-Layer Cell Strengthening Daily Moisturizer-SPF 15 Lotion,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Dermo-Expertise Skin Genesis Multi-Layer Cell Strengthening Daily Moisturizer-SPF 15 Lotion-Fragrance Free,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Dermo-Expertise Visible Results Eye Skin Renewing Treatment,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Double Extend Eye Illuminator Eye Liner,L'OREAL,2,0,"'Titanium dioxide', 'Talc'",1
L'Oreal Double Extend Eye Illuminator Mascara Base Coat,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Double Extend Eye Illuminator Mascara Top Coat,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Double Extend Mascara- Fortifying Extender,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Double Extend Waterproof Mascara-,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Double Extend Waterproof Mascara-Base Coat,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Double Extension Beauty Tubes Mascara,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Double Extension Beauty Tubes Mascara-Base Coat,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Endless 8 Hour Comfortable Lipcolour,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Endless Kissable Lipcolour,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal EverCurl Sculpt & Hold Cream-Gel,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Excellence Creme Blonde Supreme Color Creme,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Excellence Protective Color Creme,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Excellence-To-Go 10 Minute Creme Colorant,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Extra Intense Liquid Pencil Eyeliner,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Extra Volume Collagen Washable Mascara,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Extra Volume Collagen Waterproof Mascara,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Feel Naturale Blush,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Feel Naturale Compact Makeup SPF 15,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Feel Naturale Makeup SPF 15,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Feria Shimmering Lightening Powder,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Frost & Design Cap Highlights,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Gel Lacque 1-2-3 Nail Kit,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Glam Bronze Bronzing Powder,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Gloria Vanderbilt Silkening Body Powder,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal HIP Color Chrome Eyeliner,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal HIP Color Presso Lip Gloss,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal HIP Color Rich Cream Crayon,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal HIP Color Truth Cream Eyeliner,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal HIP Cream Shadow Paint,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal HIP Eyeliner Pencil,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal HIP Flawless Liquid Makeup SPF 15,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal HIP Jelly Balm,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal HIP Kohl Eyeliner,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal HIP Matte Shadow Duo,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal HIP Metallic Shadow Duo,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal HIP Shadow Duo,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal HIP Shine Struck Liquid Lipcolor,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal HIP Shocking Shadow Pigments,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal HIP Vibrant Shimmer Bronzing Powder,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal HIP Volumizing Mascara,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Hi-Light Styliste Highlights Micro-Fine Hi-Lighting Powder,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Ideal Moisture Even Tone Tinted Day Lotion SPF 25,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Infallible 8HR Plumpling Gloss,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Infallible Advanced Never Fail Makeup SPF 18,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Infallible Eye Shadow,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Infallible Lacquer Liner 24 HR,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Infallible Le Rouge Lipstick,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Infallible Never Fail Eyeliner,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Infallible Never Fail Lip Liner,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Infallible Never Fail Lipcolour,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Infallible Never Fail Lipgloss,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Infallible Never Fail Powder SPF 20,L'Oreal,1,0,'Titanium dioxide',1
L'Oreal Infallible Pro Last Duo Lipcolor - all shades,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Infallible Pro Mat Foundation - all shades,L'OREAL,1,0,'Titanium dioxide',1
L'Oreal Infallible Pro Mat Powder - all shades,L'OREAL,1,0,'Titanium dioxide',1
