brand,description,rating,ingredients,number_of_ingredients,number_of_reviews,price_USD,ingredients list
First Aid Beauty,face-cleanser,4.5,"['Water/Aqua/Eau', 'Sodium Cocoyl Isethionate', 'Glycerin', 'Stearic Acid', 'Stearyl Alcohol', 'Allantoin', 'Chrysanthemum Parthenium (Feverfew) Extract', 'Camellia Sinensis Leaf Extract', 'Glycyrrhiza Glabra (Licorice) Root Extract', 'Aloe Barbadensis Leaf Juice', 'Tocopherol', 'Ascorbyl Palmitate', 'Caprylyl Glycol', 'Sodium Pca', 'Coco-Glucoside', 'Glyceryl Oleate', 'Hydroxypropyl Methylcellulose', 'Hydrogenated Palm Glycerides Citrate', 'Disodium Cocoamphodiacetate', 'Lecithin', 'Phenoxyethanol', 'Sodium Chloride', 'Disodium EDTA', 'Citric Acid', 'Maltodextrin', 'Leuconostoc/Radish Root Ferment Filtrate', 'EDTA.']",27.0,458,21.0,"'Water/Aqua/Eau', 'Sodium Cocoyl Isethionate', 'Glycerin', 'Stearic Acid', 'Stearyl Alcohol', 'Allantoin', 'Chrysanthemum Parthenium (Feverfew) Extract', 'Camellia Sinensis Leaf Extract', 'Glycyrrhiza Glabra (Licorice) Root Extract', 'Aloe Barbadensis Leaf Juice', 'Tocopherol', 'Ascorbyl Palmitate', 'Caprylyl Glycol', 'Sodium Pca', 'Coco-Glucoside', 'Glyceryl Oleate', 'Hydroxypropyl Methylcellulose', 'Hydrogenated Palm Glycerides Citrate', 'Disodium Cocoamphodiacetate', 'Lecithin', 'Phenoxyethanol', 'Sodium Chloride', 'Disodium EDTA', 'Citric Acid', 'Maltodextrin', 'Leuconostoc/Radish Root Ferment Filtrate', 'EDTA.'"
Proactiv,renewing-cleanser,4.5,"['Active : Benzoyl Peroxide 2.5%.Inactive: Water', 'Magnesium Aluminum Silicate', 'Glyceryl Stearate', 'PEG-100 Stearate', 'Sorbitol', 'Dimethyl Isosorbide', 'Disodium PEG-12 Dimethicone Sulfosuccinate', 'Tridecyl Stearate', 'Neopentyl Glycol Dicaprylate/Dicaprate', 'Paraffin', 'Cetyl Esters', 'Anthemis Nobilis Flower Extract', 'Tridecyl Trimellitate', 'Trisodium Sulfosuccinate', 'PEG-12 Dimethicone', 'Sodium Sulfate', 'Sodium Hyaluronate', 'Propylene Glycol', 'Sodium PCA', 'Xanthan Gum', 'Phenoxyethanol', 'Imidazolidinyl Urea', 'Methylparaben', 'Propylparaben', 'Fragrance.']",25.0,94,25.0,"'Active : Benzoyl Peroxide 2.5%.Inactive: Water', 'Magnesium Aluminum Silicate', 'Glyceryl Stearate', 'PEG-100 Stearate', 'Sorbitol', 'Dimethyl Isosorbide', 'Disodium PEG-12 Dimethicone Sulfosuccinate', 'Tridecyl Stearate', 'Neopentyl Glycol Dicaprylate/Dicaprate', 'Paraffin', 'Cetyl Esters', 'Anthemis Nobilis Flower Extract', 'Tridecyl Trimellitate', 'Trisodium Sulfosuccinate', 'PEG-12 Dimethicone', 'Sodium Sulfate', 'Sodium Hyaluronate', 'Propylene Glycol', 'Sodium PCA', 'Xanthan Gum', 'Phenoxyethanol', 'Imidazolidinyl Urea', 'Methylparaben', 'Propylparaben', 'Fragrance.'"
Clinique,rinse-off-foaming-cleanser,4.6,"['Water / Aqua / Eau', 'Potassium Myristate', 'Glycerin', 'Potassium Behenate', 'Sodium Methyl Cocoyl Taurate', 'Potassium Palmitate', 'Potassium Laurate', 'Potassium Sterate', 'PEG-3 Distearate', 'Cholesteryl Hydroxystearate', 'Butylene Glycol', 'Sodium Hyaluronate', 'Trisodium EDTA', 'Disodium EDTA', 'Phenoxyethanol', 'Ext. Violet 2 (CI 60730)', 'Red 4 (CI 14700).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']",17.0,1232,22.0,"'Water / Aqua / Eau', 'Potassium Myristate', 'Glycerin', 'Potassium Behenate', 'Sodium Methyl Cocoyl Taurate', 'Potassium Palmitate', 'Potassium Laurate', 'Potassium Sterate', 'PEG-3 Distearate', 'Cholesteryl Hydroxystearate', 'Butylene Glycol', 'Sodium Hyaluronate', 'Trisodium EDTA', 'Disodium EDTA', 'Phenoxyethanol', 'Ext. Violet 2 (CI 60730)', 'Red 4 (CI 14700).Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.'"
boscia,clear-complexion-cleanser,4.5,"['Water/Aqua/Eau', 'Hydrogenated Starch Hydrolysate', 'Diglycerin', 'Sodium Cocoyl Glycinate', 'Disodium Cocoyl Glutamate', 'Sodium Cocoyl Glutamate', 'Butylene Glycol', 'Methyl Gluceth-10', 'Acrylates/Steareth-20 Methacrylate Copolymer', 'Sodium Lauroyl Glutamate', 'Rosmarinus Officinalis (Rosemary) Leaf Extract', 'Salix Nigra (Willow) Bark Extract', 'Epilobium Angustifolium Flower/Leaf/Stem Extract', 'Simmondsia Chinensis (Jojoba) Seed Extract', 'Pelargonium Graveolens Flower Oil', 'Polysorbate 20', 'Sclerotium Gum', 'Cellulose Gum', 'Citric Acid', 'Trisodium Ethylenediamine Disuccinate', '1,2-Hexanediol', 'Caprylyl GlycolPlease refer to the ingredient list shown on your product for the most up-to-date information.']",22.0,15,28.0,"'Water/Aqua/Eau', 'Hydrogenated Starch Hydrolysate', 'Diglycerin', 'Sodium Cocoyl Glycinate', 'Disodium Cocoyl Glutamate', 'Sodium Cocoyl Glutamate', 'Butylene Glycol', 'Methyl Gluceth-10', 'Acrylates/Steareth-20 Methacrylate Copolymer', 'Sodium Lauroyl Glutamate', 'Rosmarinus Officinalis (Rosemary) Leaf Extract', 'Salix Nigra (Willow) Bark Extract', 'Epilobium Angustifolium Flower/Leaf/Stem Extract', 'Simmondsia Chinensis (Jojoba) Seed Extract', 'Pelargonium Graveolens Flower Oil', 'Polysorbate 20', 'Sclerotium Gum', 'Cellulose Gum', 'Citric Acid', 'Trisodium Ethylenediamine Disuccinate', '1,2-Hexanediol', 'Caprylyl GlycolPlease refer to the ingredient list shown on your product for the most up-to-date information.'"
Clinique,liquid-facial-soap-oily-skin-formula,4.5,"['Water / Aqua / Eau', 'Sodium Laureth Sulfate', 'Lauramidopropyl Betaine', 'Cocamidopropyl Hydroxysultaine', 'Sodium Chloride', 'Sodium Cocoyl Sarcosinate', 'Tea-Cocoyl Glutamate', 'Butylene Glycol', 'Aloe Barbadensis Leaf Juice', 'PEG-120 Methyl Glucose Dioleate', 'Sucrose', 'Menthol', 'Hexylene Glycol', 'Polyquaternium-7', 'Laureth-2', 'Caprylyl Glycol', 'Sodium Sulfate', 'EDTA', 'Disodium EDTA', 'Phenoxyethanol.Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']",20.0,2952,18.5,"'Water / Aqua / Eau', 'Sodium Laureth Sulfate', 'Lauramidopropyl Betaine', 'Cocamidopropyl Hydroxysultaine', 'Sodium Chloride', 'Sodium Cocoyl Sarcosinate', 'Tea-Cocoyl Glutamate', 'Butylene Glycol', 'Aloe Barbadensis Leaf Juice', 'PEG-120 Methyl Glucose Dioleate', 'Sucrose', 'Menthol', 'Hexylene Glycol', 'Polyquaternium-7', 'Laureth-2', 'Caprylyl Glycol', 'Sodium Sulfate', 'EDTA', 'Disodium EDTA', 'Phenoxyethanol.Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.'"
BareMinerals,pure-plush-gentle-deep-cleansing-foam,4.5,"['Water (Aqua/Eau)', 'Glycerin', 'Stearic Acid', 'Myristic Acid', 'PEG-8', 'Potassium Hydroxide', 'Lauric Acid', 'Sodium Methyl Cocoyl Taurate', 'Butylene Glycol', 'Glyceryl Stearate SE', 'Sodium Polyacrylate Starch', 'Disodium EDTA', 'Polyquaternium-39', 'Citrus Grandis (Grapefruit) Fruit Extract', 'Rosmarinus Officinalis (Rosemary) Leaf Extract', 'Sambucus Nigra Flower Extract', 'Sea Salt (Maris Sal/Sel Marin)', 'Fragrance (Parfum)', 'Limonene', 'Sodium Benzoate', 'Phenoxyethanol.']",21.0,395,22.0,"'Water (Aqua/Eau)', 'Glycerin', 'Stearic Acid', 'Myristic Acid', 'PEG-8', 'Potassium Hydroxide', 'Lauric Acid', 'Sodium Methyl Cocoyl Taurate', 'Butylene Glycol', 'Glyceryl Stearate SE', 'Sodium Polyacrylate Starch', 'Disodium EDTA', 'Polyquaternium-39', 'Citrus Grandis (Grapefruit) Fruit Extract', 'Rosmarinus Officinalis (Rosemary) Leaf Extract', 'Sambucus Nigra Flower Extract', 'Sea Salt (Maris Sal/Sel Marin)', 'Fragrance (Parfum)', 'Limonene', 'Sodium Benzoate', 'Phenoxyethanol.'"
Garnier,skinactive-micellar-cleansing-water-all-in-1-cleanser-waterproof-makeup-remover,4.5,"['Aqua/Water', 'Cyclopentasiloxane', 'Isohexadecane', 'Potassium Phosphate', 'Sodium Chloride', 'Hexylene Glycol', 'Dipotassium Phosphate', 'Disodium EDTA', 'Decyl Glucoside', 'Polyaminopropyl Biguanide.']",10.0,1490,8.99,"'Aqua/Water', 'Cyclopentasiloxane', 'Isohexadecane', 'Potassium Phosphate', 'Sodium Chloride', 'Hexylene Glycol', 'Dipotassium Phosphate', 'Disodium EDTA', 'Decyl Glucoside', 'Polyaminopropyl Biguanide.'"
Murad,time-release-acne-cleanser,4.0,"['Active Ingredient: Salicylic Acid 0.5%. Inactive Ingredients: Water (Aqua)', 'Disodium Cocoamphodiacetate', 'Glycerin', 'Butylene Glycol', 'Cetyl Alcohol', 'Cocamidopropyl Betaine', 'PPG-15 Stearyl Ether', 'Sodium Cocoyl Isethionate', 'Glyceryl Stearate', 'PEG-100 Stearate', 'Sodium Polyacrylate', 'Sodium Hyaluronate', 'Tocopheryl Acetate', 'Caprylic/Capric Triglyceride', 'Retinol', 'Salix Alba (Willow) Bark Extract', 'Ascorbic Acid', 'Chitosan', 'Silver Citrate', 'Sodium PCA', 'Betaine', 'Sorbitol', 'Glycine', 'Alanine', 'Proline', 'Serine', 'Threonine', 'Arginine', 'Lysine', 'Glutamic Acid', 'Zinc Gluconate', 'Argania Spinosa Kernel Extract', 'Serenoa Serrulata Fruit Extract', 'Sesamum Indicum (Sesame) Seed Extract', 'Cimicifuga Racemosa Root Extract', 'Melaleuca Alternifolia (Tea Tree) Leaf Oil', 'Cocamidopropyl Dimethylamine', 'Zea Mays (Corn) Starch', 'Hydrolyzed Corn Starch', 'Hydrolyzed Corn Starch Octenylsuccinate', 'Citric Acid', 'Disodium EDTA', 'Propyl Gallate', 'Polysorbate 80', 'Menthol', 'Glycol Distearate', 'Steareth-4', 'PEG-150 Distearate', 'Phenoxyethanol', 'Caprylyl Glycol', 'Chlorphenesin', 'Fragrance (Parfum).']",52.0,222,39.0,"'Active Ingredient: Salicylic Acid 0.5%. Inactive Ingredients: Water (Aqua)', 'Disodium Cocoamphodiacetate', 'Glycerin', 'Butylene Glycol', 'Cetyl Alcohol', 'Cocamidopropyl Betaine', 'PPG-15 Stearyl Ether', 'Sodium Cocoyl Isethionate', 'Glyceryl Stearate', 'PEG-100 Stearate', 'Sodium Polyacrylate', 'Sodium Hyaluronate', 'Tocopheryl Acetate', 'Caprylic/Capric Triglyceride', 'Retinol', 'Salix Alba (Willow) Bark Extract', 'Ascorbic Acid', 'Chitosan', 'Silver Citrate', 'Sodium PCA', 'Betaine', 'Sorbitol', 'Glycine', 'Alanine', 'Proline', 'Serine', 'Threonine', 'Arginine', 'Lysine', 'Glutamic Acid', 'Zinc Gluconate', 'Argania Spinosa Kernel Extract', 'Serenoa Serrulata Fruit Extract', 'Sesamum Indicum (Sesame) Seed Extract', 'Cimicifuga Racemosa Root Extract', 'Melaleuca Alternifolia (Tea Tree) Leaf Oil', 'Cocamidopropyl Dimethylamine', 'Zea Mays (Corn) Starch', 'Hydrolyzed Corn Starch', 'Hydrolyzed Corn Starch Octenylsuccinate', 'Citric Acid', 'Disodium EDTA', 'Propyl Gallate', 'Polysorbate 80', 'Menthol', 'Glycol Distearate', 'Steareth-4', 'PEG-150 Distearate', 'Phenoxyethanol', 'Caprylyl Glycol', 'Chlorphenesin', 'Fragrance (Parfum).'"
Dermalogica,skin-resurfacing-cleanser,4.4,"['Water/Aqua/Eau', 'Sodium Laureth Sulfate', 'Lactic Acid', 'PPG-2 Hydroxyethyl Cocamide', 'Cocamidopropyl Betaine', 'Polyacrylate-1 Crosspolymer', 'Glycol Distearate', 'Caprylic/Capric Triglyceride', 'Tocopheryl Acetate', 'Sodium Hydroxide', 'Disodium EDTA', 'Phenoxyethanol', 'Caprylyl Glycol', 'Ethylhexyl Glycerin', 'Hexylene Glycol', 'Titanium Dioxide (CI 77891)', 'Citronellol', 'Eugenol', 'Geraniol', 'Limonene', 'Linalool', 'Citrus Medica Limonum (Lemon) Peel Extract', 'Helianthus Annuus (Sunflower) Seed Oil', 'Rose Damascena Flower Oil', 'Eugenia Caryophyllus (Clove) Flower Oil', 'Aniba Rosaeodora (Rosewood) Wood Oil', 'Citrus Medica Limonum (Lemon) Peel Oil', 'Pelargonium Graveolens Oil.']",28.0,279,45.0,"'Water/Aqua/Eau', 'Sodium Laureth Sulfate', 'Lactic Acid', 'PPG-2 Hydroxyethyl Cocamide', 'Cocamidopropyl Betaine', 'Polyacrylate-1 Crosspolymer', 'Glycol Distearate', 'Caprylic/Capric Triglyceride', 'Tocopheryl Acetate', 'Sodium Hydroxide', 'Disodium EDTA', 'Phenoxyethanol', 'Caprylyl Glycol', 'Ethylhexyl Glycerin', 'Hexylene Glycol', 'Titanium Dioxide (CI 77891)', 'Citronellol', 'Eugenol', 'Geraniol', 'Limonene', 'Linalool', 'Citrus Medica Limonum (Lemon) Peel Extract', 'Helianthus Annuus (Sunflower) Seed Oil', 'Rose Damascena Flower Oil', 'Eugenia Caryophyllus (Clove) Flower Oil', 'Aniba Rosaeodora (Rosewood) Wood Oil', 'Citrus Medica Limonum (Lemon) Peel Oil', 'Pelargonium Graveolens Oil.'"
Mario Badescu,glycolic-foaming-cleanser,4.6,"['Sodium Lauryl Sulfate', 'Aqua (Water', 'Eau)', 'Cocamidopropyl Betaine', 'Cocamide MEA', 'Glycolic Acid', 'Salvia Officinalis (Sage) Leaf Extract', 'Hypericum Perforatum Extract', 'Chamomilla Recutita (Matricaria) Flower Extract', 'Althaea Officinalis Leaf/Root Extract', 'Achillea Millefolium Extract', 'Sodium Chloride', 'Parfum (Fragrance)', 'Propylene Glycol', 'Methylparaben', 'Propylparaben', 'Diazolidinyl Urea.']",17.0,611,16.0,"'Sodium Lauryl Sulfate', 'Aqua (Water', 'Eau)', 'Cocamidopropyl Betaine', 'Cocamide MEA', 'Glycolic Acid', 'Salvia Officinalis (Sage) Leaf Extract', 'Hypericum Perforatum Extract', 'Chamomilla Recutita (Matricaria) Flower Extract', 'Althaea Officinalis Leaf/Root Extract', 'Achillea Millefolium Extract', 'Sodium Chloride', 'Parfum (Fragrance)', 'Propylene Glycol', 'Methylparaben', 'Propylparaben', 'Diazolidinyl Urea.'"
Philosophy,clear-days-ahead-oil-free-salicylic-acid-acne-treatment-cleanser,4.4,"['Active: Salicylic Acid (1.0%). Inactive: Water', 'Sodium C14-16 Olefin Sulfonate', 'Acrylates Crosspolymer-4', 'Cocamidopropyl Betaine', 'Polysorbate 20', 'Niacinamide', 'Glycerin', 'Panthenol', 'Citrus Aurantium Dulcis (Orange) Peel Extract', 'Hydrolyzed Jojoba Esters', 'Jojoba Esters', 'Disodium Capryloyl Glutamate', 'Sodium Chloride', 'Sodium Sulfate', 'Potassium Chloride', 'Butylene Glycol', 'Citric Acid', 'Sodium Hydroxide', 'Hydrogen Peroxide', 'Propylene Glycol', 'Methylchloroisothiazolinone', 'Methylisothiazolinone', 'O-Cymen-5-Ol.']",23.0,301,22.0,"'Active: Salicylic Acid (1.0%). Inactive: Water', 'Sodium C14-16 Olefin Sulfonate', 'Acrylates Crosspolymer-4', 'Cocamidopropyl Betaine', 'Polysorbate 20', 'Niacinamide', 'Glycerin', 'Panthenol', 'Citrus Aurantium Dulcis (Orange) Peel Extract', 'Hydrolyzed Jojoba Esters', 'Jojoba Esters', 'Disodium Capryloyl Glutamate', 'Sodium Chloride', 'Sodium Sulfate', 'Potassium Chloride', 'Butylene Glycol', 'Citric Acid', 'Sodium Hydroxide', 'Hydrogen Peroxide', 'Propylene Glycol', 'Methylchloroisothiazolinone', 'Methylisothiazolinone', 'O-Cymen-5-Ol.'"
Mario Badescu,enzyme-cleansing-gel,5.0,"['Aqua (Water', 'Eau)', 'Glycerin', 'Propylene Glycol', 'PEG-8 Stearate', 'PPG-2 Hydroxyethyl Cocamide', 'Carica Papaya (Papaya) Fruit Extract', 'Citrus Grandis (Grapefruit) Fruit Extract', 'Carbomer', 'Sodium Chloride', 'Parfum (Fragrance)', 'Phenoxyethanol', 'Methylparaben', 'Propylparaben', 'Triethanolamine', 'Diazolidinyl Urea', 'Mica', 'CI 77891 (Titanium Dioxide)', 'CI 19140 (Yellow 5)', 'CI 42090 (Blue 1)', 'CI 15985 (Yellow 6).']",21.0,778,14.0,"'Aqua (Water', 'Eau)', 'Glycerin', 'Propylene Glycol', 'PEG-8 Stearate', 'PPG-2 Hydroxyethyl Cocamide', 'Carica Papaya (Papaya) Fruit Extract', 'Citrus Grandis (Grapefruit) Fruit Extract', 'Carbomer', 'Sodium Chloride', 'Parfum (Fragrance)', 'Phenoxyethanol', 'Methylparaben', 'Propylparaben', 'Triethanolamine', 'Diazolidinyl Urea', 'Mica', 'CI 77891 (Titanium Dioxide)', 'CI 19140 (Yellow 5)', 'CI 42090 (Blue 1)', 'CI 15985 (Yellow 6).'"
Mario Badescu,acne-facial-cleanser,4.8,"['Aqua (Water', 'Eau)', 'Glycerin', 'Triethanolamine', 'Sodium Laureth Sulfate', 'Propylene Glycol', 'Isopropyl Alcohol', 'Salicylic Acid', 'Dimethicone', 'Aloe Barbadensis Leaf Juice', 'Chamomilla Recutita (Matricaria) Flower Extract', 'Thymus Vulgaris (Thyme) Leaf Extract', 'Sodium Hyaluronate', 'Carbomer', 'Parfum (Fragrance)', 'Diazolidinyl Urea', 'Methylparaben', 'Propylparaben', 'Benzyl Benzoate', 'Benzyl Salicylate', 'Eugenol', 'Linalool.']",22.0,634,15.0,"'Aqua (Water', 'Eau)', 'Glycerin', 'Triethanolamine', 'Sodium Laureth Sulfate', 'Propylene Glycol', 'Isopropyl Alcohol', 'Salicylic Acid', 'Dimethicone', 'Aloe Barbadensis Leaf Juice', 'Chamomilla Recutita (Matricaria) Flower Extract', 'Thymus Vulgaris (Thyme) Leaf Extract', 'Sodium Hyaluronate', 'Carbomer', 'Parfum (Fragrance)', 'Diazolidinyl Urea', 'Methylparaben', 'Propylparaben', 'Benzyl Benzoate', 'Benzyl Salicylate', 'Eugenol', 'Linalool.'"
Formula 10.0.6,so-totally-clean-deep-pore-cleanser,5.0,"['Alcohol Denat.', 'Water (Aqua) Soldium PCA', 'Lactic Acid', 'Fragrance/Parfum', 'Allantoin', 'Sodium Carbonate', 'Amyl Cinnamal', 'Benzyl Alcohol', 'Benzyl Benzoate', 'Cinnamyl Alcohol', 'Citral', 'Comarin', 'Eugenol', 'Geraniol', 'Hydroxycitronellal', 'Isoeugenol', 'Limonene', 'Linalool', 'FD&C Red 4 (CI 14700)', 'FD&C Yellow 5 (CI 19140)', 'FD&C Yellow 6 (CI 15985).']",21.0,1013,5.99,"'Alcohol Denat.', 'Water (Aqua) Soldium PCA', 'Lactic Acid', 'Fragrance/Parfum', 'Allantoin', 'Sodium Carbonate', 'Amyl Cinnamal', 'Benzyl Alcohol', 'Benzyl Benzoate', 'Cinnamyl Alcohol', 'Citral', 'Comarin', 'Eugenol', 'Geraniol', 'Hydroxycitronellal', 'Isoeugenol', 'Limonene', 'Linalool', 'FD&C Red 4 (CI 14700)', 'FD&C Yellow 5 (CI 19140)', 'FD&C Yellow 6 (CI 15985).'"
CeraVe,foaming-facial-cleanser-normal-oily-skin,4.4,"['Purified Water', 'Glycerin', 'Behentrimonium Methosulfate and Cetearyl Alcohol', 'Ceramide 3', 'Ceramide 6-II', 'Ceramide 1', 'Hyaluronic Acid', 'Cholesterol', 'Polyoxyl 40 Stearate', 'Glyceryl Monostearate', 'Stearyl Alcohol', 'Polysorbate 20', 'Potassium Phosphate', 'Dipotassium Phosphate', 'Sodium Lauroyl Lactylate', 'Cetyl Alcohol', 'Disodium EDTA', 'Phytosphingosine', 'Methylparaben', 'Propylparaben', 'Carbomer', 'Xanthan Gum.']",22.0,398,14.99,"'Purified Water', 'Glycerin', 'Behentrimonium Methosulfate and Cetearyl Alcohol', 'Ceramide 3', 'Ceramide 6-II', 'Ceramide 1', 'Hyaluronic Acid', 'Cholesterol', 'Polyoxyl 40 Stearate', 'Glyceryl Monostearate', 'Stearyl Alcohol', 'Polysorbate 20', 'Potassium Phosphate', 'Dipotassium Phosphate', 'Sodium Lauroyl Lactylate', 'Cetyl Alcohol', 'Disodium EDTA', 'Phytosphingosine', 'Methylparaben', 'Propylparaben', 'Carbomer', 'Xanthan Gum.'"
Proactiv,deep-cleansing-face-wash,4.5,"['Water', 'Cocamidopropyl Betaine', 'Distearyl Phthalic Acid Amide', 'Synthetic Wax Or Paraffin', 'Stearyl Alcohol', 'Cetyl Alcohol,Jojoba Esters', 'Sodium Chloride', 'Sodium Methyl Cocoyl Taurate', 'Citric Acid', 'Aloe Barbadensis Leaf Juice', 'Camellia Sinensis Leaf Extract,Coconut Acid', 'Menthol', 'PEG-120 Methyl Glucose Dioleate', 'Caprylyl Glycol', 'Hexylene Glycol', 'Ethylhexylglycerin', 'Ascorbic Acid', 'Butyleneglycol', 'Disodium EDTA', 'Isopropyl Alcohol', 'Sodium Hydroxide', 'Phenoxyethanol', 'Sodium Benzoate', 'Sodium Sulfite', 'Potassium Sorbate', 'Fragrance', 'Chromium Hydroxide Green.']",27.0,80,30.0,"'Water', 'Cocamidopropyl Betaine', 'Distearyl Phthalic Acid Amide', 'Synthetic Wax Or Paraffin', 'Stearyl Alcohol', 'Cetyl Alcohol,Jojoba Esters', 'Sodium Chloride', 'Sodium Methyl Cocoyl Taurate', 'Citric Acid', 'Aloe Barbadensis Leaf Juice', 'Camellia Sinensis Leaf Extract,Coconut Acid', 'Menthol', 'PEG-120 Methyl Glucose Dioleate', 'Caprylyl Glycol', 'Hexylene Glycol', 'Ethylhexylglycerin', 'Ascorbic Acid', 'Butyleneglycol', 'Disodium EDTA', 'Isopropyl Alcohol', 'Sodium Hydroxide', 'Phenoxyethanol', 'Sodium Benzoate', 'Sodium Sulfite', 'Potassium Sorbate', 'Fragrance', 'Chromium Hydroxide Green.'"
florence by mills,clean-magic-face-wash,4.5,"['Aqua (Water', 'Eau)', 'Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Glycol Stearate', 'Cetyl Alcohol', 'Glycerin', 'Malic Acid', 'Mandelic Acid', 'Gallic Acid', 'Panthenol', 'Cyanocobalamin', 'Aloe Barbadensis Leaf Juice', 'Ethylhexylglycerin', 'Salix Alba (Willow) Bark Extract', 'Lactic Acid', 'Glycolic Acid', 'Elettaria Cardamomum Seed Extract. Santalum Album (Sandalwood) Wood Extract', 'Rose Extract', 'Pyrus Malus (Apple) Fruit Extract', 'Chamomilla Recutita (Matricaria) Extract', 'Saponaria Officinalis Leaf/Root Extract,\xa0 Salvia Officinalis (Sage) Leaf Extract', 'Nasturtium Officinale Extract', 'Hedera Helix (Ivy) Leaf Extract', 'Fucus Vesiculosus Extract', 'Citrus Limon (Lemon) Peel Extract', 'Arctium Majus Root Extract', 'Rubus Idaeus (Raspberry) Fruit Extract', 'Tocopherol', 'Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract', 'Jasminum Officinale (Jasmine) Flower/Leaf Extract', 'Cucumis Sativus (Cucumber) Fruit Extract', 'Cucumis Melo (Melon) Fruit Extract', 'Citrus Aurantium Dulcis (Orange) Peel Extract', 'Cananga Odorata Flower Extract', 'Anthemis Nobilis Flower Extract', 'Caprylic/Capric Triglyceride', 'Disodium Laureth Sulfosuccinate', 'Glyceryl Stearate,Sodium Methyl Cocoyl Taurate', 'Sodium Cocoyl Isethionate', 'Cocamidopropyl Betaine', 'Phenoxyethanol', 'Sodium Benzoate', 'Potassium Sorbate', 'Citric Acid', 'Hydroxycitronellal.']",45.0,33,12.0,"'Aqua (Water', 'Eau)', 'Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Glycol Stearate', 'Cetyl Alcohol', 'Glycerin', 'Malic Acid', 'Mandelic Acid', 'Gallic Acid', 'Panthenol', 'Cyanocobalamin', 'Aloe Barbadensis Leaf Juice', 'Ethylhexylglycerin', 'Salix Alba (Willow) Bark Extract', 'Lactic Acid', 'Glycolic Acid', 'Elettaria Cardamomum Seed Extract. Santalum Album (Sandalwood) Wood Extract', 'Rose Extract', 'Pyrus Malus (Apple) Fruit Extract', 'Chamomilla Recutita (Matricaria) Extract', 'Saponaria Officinalis Leaf/Root Extract,\xa0 Salvia Officinalis (Sage) Leaf Extract', 'Nasturtium Officinale Extract', 'Hedera Helix (Ivy) Leaf Extract', 'Fucus Vesiculosus Extract', 'Citrus Limon (Lemon) Peel Extract', 'Arctium Majus Root Extract', 'Rubus Idaeus (Raspberry) Fruit Extract', 'Tocopherol', 'Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract', 'Jasminum Officinale (Jasmine) Flower/Leaf Extract', 'Cucumis Sativus (Cucumber) Fruit Extract', 'Cucumis Melo (Melon) Fruit Extract', 'Citrus Aurantium Dulcis (Orange) Peel Extract', 'Cananga Odorata Flower Extract', 'Anthemis Nobilis Flower Extract', 'Caprylic/Capric Triglyceride', 'Disodium Laureth Sulfosuccinate', 'Glyceryl Stearate,Sodium Methyl Cocoyl Taurate', 'Sodium Cocoyl Isethionate', 'Cocamidopropyl Betaine', 'Phenoxyethanol', 'Sodium Benzoate', 'Potassium Sorbate', 'Citric Acid', 'Hydroxycitronellal.'"
