brand,description,href,id,url,number of ratings,rating,price,ingredients,number_of_reviews,price_USD,number_of_ingredients
Philosophy,clear-days-ahead-oil-free-salicylic-acid-acne-treatment-cleanser,/clear-days-ahead-oil-free-salicylic-acid-acne-treatment-cleanser?productId=xlsImpprod4370703,xlsImpprod4370703,https://www.ulta.com/clear-days-ahead-oil-free-salicylic-acid-acne-treatment-cleanser?productId=xlsImpprod4370703,301 reviews,4.40,Price$22.00,"['Active: Salicylic Acid (1.0%). Inactive: Water', 'Sodium C14-16 Olefin Sulfonate', 'Acrylates Crosspolymer-4', 'Cocamidopropyl Betaine', 'Polysorbate 20', 'Niacinamide', 'Glycerin', 'Panthenol', 'Citrus Aurantium Dulcis (Orange) Peel Extract', 'Hydrolyzed Jojoba Esters', 'Jojoba Esters', 'Disodium Capryloyl Glutamate', 'Sodium Chloride', 'Sodium Sulfate', 'Potassium Chloride', 'Butylene Glycol', 'Citric Acid', 'Sodium Hydroxide', 'Hydrogen Peroxide', 'Propylene Glycol', 'Methylchloroisothiazolinone', 'Methylisothiazolinone', 'O-Cymen-5-Ol.']",301,22.00,23
Mario Badescu,enzyme-cleansing-gel,/enzyme-cleansing-gel?productId=xlsImpprod6200755,xlsImpprod6200755,https://www.ulta.com/enzyme-cleansing-gel?productId=xlsImpprod6200755,778 reviews,5.00,Price$14.00,"['Aqua (Water', 'Eau)', 'Glycerin', 'Propylene Glycol', 'PEG-8 Stearate', 'PPG-2 Hydroxyethyl Cocamide', 'Carica Papaya (Papaya) Fruit Extract', 'Citrus Grandis (Grapefruit) Fruit Extract', 'Carbomer', 'Sodium Chloride', 'Parfum (Fragrance)', 'Phenoxyethanol', 'Methylparaben', 'Propylparaben', 'Triethanolamine', 'Diazolidinyl Urea', 'Mica', 'CI 77891 (Titanium Dioxide)', 'CI 19140 (Yellow 5)', 'CI 42090 (Blue 1)', 'CI 15985 (Yellow 6).']",778,14.00,21
Mario Badescu,acne-facial-cleanser,/acne-facial-cleanser?productId=xlsImpprod6200757,xlsImpprod6200757,https://www.ulta.com/acne-facial-cleanser?productId=xlsImpprod6200757,634 reviews,4.80,Price$15.00,"['Aqua (Water', 'Eau)', 'Glycerin', 'Triethanolamine', 'Sodium Laureth Sulfate', 'Propylene Glycol', 'Isopropyl Alcohol', 'Salicylic Acid', 'Dimethicone', 'Aloe Barbadensis Leaf Juice', 'Chamomilla Recutita (Matricaria) Flower Extract', 'Thymus Vulgaris (Thyme) Leaf Extract', 'Sodium Hyaluronate', 'Carbomer', 'Parfum (Fragrance)', 'Diazolidinyl Urea', 'Methylparaben', 'Propylparaben', 'Benzyl Benzoate', 'Benzyl Salicylate', 'Eugenol', 'Linalool.']",634,15.00,22
Formula 10.0.6,so-totally-clean-deep-pore-cleanser,/so-totally-clean-deep-pore-cleanser?productId=xlsImpprod2140101,xlsImpprod2140101,https://www.ulta.com/so-totally-clean-deep-pore-cleanser?productId=xlsImpprod2140101,1013 reviews,5.00,Price$5.99,"['Alcohol Denat.', 'Water (Aqua) Soldium PCA', 'Lactic Acid', 'Fragrance/Parfum', 'Allantoin', 'Sodium Carbonate', 'Amyl Cinnamal', 'Benzyl Alcohol', 'Benzyl Benzoate', 'Cinnamyl Alcohol', 'Citral', 'Comarin', 'Eugenol', 'Geraniol', 'Hydroxycitronellal', 'Isoeugenol', 'Limonene', 'Linalool', 'FD&C Red 4 (CI 14700)', 'FD&C Yellow 5 (CI 19140)', 'FD&C Yellow 6 (CI 15985).']",1013,5.99,21
CeraVe,foaming-facial-cleanser-normal-oily-skin,/foaming-facial-cleanser-normal-oily-skin?productId=xlsImpprod5140065,xlsImpprod5140065,https://www.ulta.com/foaming-facial-cleanser-normal-oily-skin?productId=xlsImpprod5140065,398 reviews,4.40,Price$14.99,"['Purified Water', 'Glycerin', 'Behentrimonium Methosulfate and Cetearyl Alcohol', 'Ceramide 3', 'Ceramide 6-II', 'Ceramide 1', 'Hyaluronic Acid', 'Cholesterol', 'Polyoxyl 40 Stearate', 'Glyceryl Monostearate', 'Stearyl Alcohol', 'Polysorbate 20', 'Potassium Phosphate', 'Dipotassium Phosphate', 'Sodium Lauroyl Lactylate', 'Cetyl Alcohol', 'Disodium EDTA', 'Phytosphingosine', 'Methylparaben', 'Propylparaben', 'Carbomer', 'Xanthan Gum.']",398,14.99,22
Proactiv,deep-cleansing-face-wash,/deep-cleansing-face-wash?productId=xlsImpprod16621071,xlsImpprod16621071,https://www.ulta.com/deep-cleansing-face-wash?productId=xlsImpprod16621071,80 reviews,4.50,Price$30.00,"['Water', 'Cocamidopropyl Betaine', 'Distearyl Phthalic Acid Amide', 'Synthetic Wax Or Paraffin', 'Stearyl Alcohol', 'Cetyl Alcohol,Jojoba Esters', 'Sodium Chloride', 'Sodium Methyl Cocoyl Taurate', 'Citric Acid', 'Aloe Barbadensis Leaf Juice', 'Camellia Sinensis Leaf Extract,Coconut Acid', 'Menthol', 'PEG-120 Methyl Glucose Dioleate', 'Caprylyl Glycol', 'Hexylene Glycol', 'Ethylhexylglycerin', 'Ascorbic Acid', 'Butyleneglycol', 'Disodium EDTA', 'Isopropyl Alcohol', 'Sodium Hydroxide', 'Phenoxyethanol', 'Sodium Benzoate', 'Sodium Sulfite', 'Potassium Sorbate', 'Fragrance', 'Chromium Hydroxide Green.']",80,30.00,27
florence by mills,clean-magic-face-wash,/clean-magic-face-wash?productId=pimprod2009325,pimprod2009325,https://www.ulta.com/clean-magic-face-wash?productId=pimprod2009325,33 reviews,4.50,Price$12.00,"['Aqua (Water', 'Eau)', 'Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Glycol Stearate', 'Cetyl Alcohol', 'Glycerin', 'Malic Acid', 'Mandelic Acid', 'Gallic Acid', 'Panthenol', 'Cyanocobalamin', 'Aloe Barbadensis Leaf Juice', 'Ethylhexylglycerin', 'Salix Alba (Willow) Bark Extract', 'Lactic Acid', 'Glycolic Acid', 'Elettaria Cardamomum Seed Extract. Santalum Album (Sandalwood) Wood Extract', 'Rose Extract', 'Pyrus Malus (Apple) Fruit Extract', 'Chamomilla Recutita (Matricaria) Extract', 'Saponaria Officinalis Leaf/Root Extract,\xa0 Salvia Officinalis (Sage) Leaf Extract', 'Nasturtium Officinale Extract', 'Hedera Helix (Ivy) Leaf Extract', 'Fucus Vesiculosus Extract', 'Citrus Limon (Lemon) Peel Extract', 'Arctium Majus Root Extract', 'Rubus Idaeus (Raspberry) Fruit Extract', 'Tocopherol', 'Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract', 'Jasminum Officinale (Jasmine) Flower/Leaf Extract', 'Cucumis Sativus (Cucumber) Fruit Extract', 'Cucumis Melo (Melon) Fruit Extract', 'Citrus Aurantium Dulcis (Orange) Peel Extract', 'Cananga Odorata Flower Extract', 'Anthemis Nobilis Flower Extract', 'Caprylic/Capric Triglyceride', 'Disodium Laureth Sulfosuccinate', 'Glyceryl Stearate,Sodium Methyl Cocoyl Taurate', 'Sodium Cocoyl Isethionate', 'Cocamidopropyl Betaine', 'Phenoxyethanol', 'Sodium Benzoate', 'Potassium Sorbate', 'Citric Acid', 'Hydroxycitronellal.']",33,12.00,45
Dermadoctor,kakadu-c-brightening-daily-cleanser,/kakadu-c-brightening-daily-cleanser?productId=xlsImpprod13471085,xlsImpprod13471085,https://www.ulta.com/kakadu-c-brightening-daily-cleanser?productId=xlsImpprod13471085,149 reviews,4.40,Price$38.00,"['(Aqua) Water', 'Aloe Barbadensis Leaf Extract', 'Decyl Glucoside', 'Glycerin', 'Lactic Acid', 'Hamamelis Virginiana (Witch Hazel) Extract', 'Sorbitol', 'Xanthan Gum', 'Sodium Hyaluronate', 'Malic Acid', 'Propyl Gallate', 'Gallyl Glucoside', 'Epigallocatechin Gallatyl Glucoside', 'Terminalia Ferdinandiana (Kakadu Plum) Fruit Extract', 'Prunus Armeniaca (Apricot) Fruit Extract', 'Aniba Rosaeodora (Rosewood) Wood Extract', 'Citrus Aurantifolia (Lime) Peel Extract', 'Citrus Aurantium Dulcis (Orange) Peel Extract', 'Vanilla Planifolia Fruit Extract', 'Citrus Grandis (Grapefruit) Peel Extract', 'Mangifera Indica (Mango) Fruit Extract', 'Cocos Nucifera (Coconut) Oil', 'Magnesium Ascorbyl Phosphate', 'Tocopheryl Acetate', 'Retinyl Palmitate', 'Sodium Phytate', 'Phenoxyethanol', 'Ethylhexylglycerin.']",149,38.00,28
Murad,essential-c-cleanser,/essential-c-cleanser?productId=prod2082350,prod2082350,https://www.ulta.com/essential-c-cleanser?productId=prod2082350,237 reviews,4.50,Price$39.00,"['Water (Aqua)', 'Cocamidopropyl Betaine', 'Disodium Laureth Sulfosuccinate', 'Glycerin', 'Butylene Glycol', 'Aminomethyl Propanol', 'Polysorbate 20', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Panthenol', 'Phospholipids', 'Tocopheryl Acetate', 'Retinyl Palmitate', 'Ascorbyl Palmitate', 'Ascorbic Acid', 'Chitosan', 'Rice Amino Acids', 'Zinc Aspartate', 'Allantoin', 'Sodium PCA', 'Lactose', 'Cellulose', 'Hydroxypropyl Methylcellulose', 'Propyl Gallate', 'Disodium EDTA', 'Phenoxyethanol', 'Caprylyl Glycol', 'Chlorphenesin', 'Limonene', 'Linalool', 'Citrus Aurantium Dulcis (Orange) Oil', 'Citrus Nobilis (Mandarin Orange) Peel Oil', 'Ocimum Basilicum (Basil) Oil', 'Citrus Grandis (Grapefruit) Peel Oil', 'Ferula Galbaniflua (Galbanum) Resin Oil', 'Fragrance (Parfum)', 'Iron Oxides (CI 77492).']",237,39.00,36
Garnier,skinactive-micellar-cleansing-water-all-in-1-cleanser-makeup-remover,/skinactive-micellar-cleansing-water-all-in-1-cleanser-makeup-remover?productId=xlsImpprod13531031,xlsImpprod13531031,https://www.ulta.com/skinactive-micellar-cleansing-water-all-in-1-cleanser-makeup-remover?productId=xlsImpprod13531031,1052 reviews,4.90,Price$8.99,"['Aqua / Water', 'Hexylene Glycol', 'Glycerin', 'Disodium Cocoamphodiacetate', 'Disodium EDTA', 'Poloxamer 184', 'Polyaminopropyl Biguanide.']",1052,8.99,7
Kiehl's Since 1851,rare-earth-deep-pore-cleansing-masque,/rare-earth-deep-pore-cleansing-masque?productId=pimprod2002902,pimprod2002902,https://www.ulta.com/rare-earth-deep-pore-cleansing-masque?productId=pimprod2002902,20 reviews,4.80,Price$35.00,"['Aqua/Water', 'Kaolin', 'Bentonite', 'Propanediol', 'Glycerin', 'Ci 77891/Titanium Dioxide', 'Caprylic/Capric Triglyceride', 'Cetearyl Alcohol', 'Zea Mays Starch/Corn Starch', 'Phenoxyethanol', 'Ceteareth-20', 'Caprylyl Glycol', 'Xanthan Gum', 'Ethylhexylglycerin', 'Tocopherol', 'Lecithin', 'Aloe Barbadensis/Aloe Barbadensis Leaf Juice', 'Avena Sativa Flour/Oat Kernel Flour', 'Allantoin.']",20,35.00,19
Kate Somerville,exfolikate-cleanser-daily-foaming-wash,/exfolikate-cleanser-daily-foaming-wash?productId=xlsImpprod18731195,xlsImpprod18731195,https://www.ulta.com/exfolikate-cleanser-daily-foaming-wash?productId=xlsImpprod18731195,300 reviews,4.40,Price$38.00,"['Water/Aqua/Eau', 'Stearic Acid', 'Sodium Cocoyl Glycinate', 'Lauramidopropyl Betaine', 'Glycerin', 'Hydroxypropyl Starch Phosphate', 'Cetearyl Phosphate', 'Xylitylglucoside', 'Dimethicone PEG-8 Meadowfoamate', 'Anhydroxylitol', 'Xylitol', 'Leuconostoc/Radish Root Ferment Filtrate', 'Bromelain', 'Papain', 'Lactobacillus/Pumpkin Fruit Ferment Filtrate', 'Lauramide DIPA', 'Aloe Barbadensis Leaf Juice Powder', 'Lactic Acid', 'Glycolic Acid', 'Citrus Aurantium Bergamia (Bergamot) Fruit Oil', 'Aniba Rosaeodora (Rosewood) Wood Extract', 'Citrus Aurantium Dulcis (Orange) Peel Oil', 'Geranium Maculatum Oil', 'Benzyl Alcohol', 'Sodium Hydroxide', 'Chlorphenesin', 'Chlorophyllin-Copper Complex (CI 75810)', 'Maltodextrin.']",300,38.00,28
Kiehl's Since 1851,calendula-deep-cleansing-foaming-face-wash,/calendula-deep-cleansing-foaming-face-wash?productId=pimprod2002903,pimprod2002903,https://www.ulta.com/calendula-deep-cleansing-foaming-face-wash?productId=pimprod2002903,21 reviews,4.50,Price$30.00,"['Aqua/Water', 'Sodium Cocoyl Glycinate', 'Coco-Betaine', 'Glycerin', 'Acrylates Copolymer', 'Sodium Chloride', 'Phenoxyethanol', 'Citrus Limon Peel Oil/Lemon Peel Oil', 'Limonene', 'Sodium Hydroxide', 'Tetrasodium Edta', 'Propylene Glycol', 'Geranium Maculatum Oil', 'Citral', 'Calendula Officinalis Flower Extract', 'Cymbopogon Schoenanthus Oil', 'Artemisia Absinthium Extract', 'Citric Acid.']",21,30.00,18
The Body Shop,tea-tree-skin-clearing-facial-wash,/tea-tree-skin-clearing-facial-wash?productId=xlsImpprod4181095,xlsImpprod4181095,https://www.ulta.com/tea-tree-skin-clearing-facial-wash?productId=xlsImpprod4181095,551 reviews,4.40,Price$14.00,"['Aqua (Solvent/Diluent)', 'Glycerin (Humectant)', 'Sodium Laureth Sulfate (Surfactant)', 'Cocamidopropyl Betaine (Surfactant)', 'PEG-120 Methyl Glucose Dioleate (Viscosity Modifier)', 'PEG-40 Hydrogenated Castor Oil (Emulsifier)', 'PEG-7 Glyceryl Cocoate (Emulsifier)', 'Polysorbate 20 (Emulsifier)', 'Alcohol Denat. (Solvent/Diluent)', 'Panthenol (Skin/Hair Conditioning Agent)', 'Melaleuca Alternifolia Leaf Oil (Natural Additive)', 'Calophyllum Inophyllum Seed Oil (Skin Conditioning Agent)', 'Allantoin (Skin Soothing Agent)', 'Citric Acid (pH Adjuster)', 'p-Anisic Acid (pH Modifier)', 'Benzophenone-4 (Sunscreen agent', 'Ultraviolet Light Absorber)', 'Menthol (Cooling Agent)', 'Sodium Hydroxide (pH Adjuster)', 'Butyl Methoxydibenzoylmethane (Sunscreen)', 'Limonene (Natural Additive)', 'Leptospermum Petersonii Oil (Natural Additive)', 't-Butyl Alcohol (Denaturant)', 'Denatonium Benzoate (Denaturant)', 'Tocopherol (Antioxidant)', 'Caramel (Colour)', 'CI 19140 (Colour)', 'CI 42090 (Colour).']",551,14.00,28
Peter Thomas Roth,anti-aging-cleansing-gel,/anti-aging-cleansing-gel?productId=xlsImpprod540342,xlsImpprod540342,https://www.ulta.com/anti-aging-cleansing-gel?productId=xlsImpprod540342,283 reviews,4.10,Price$39.00,"['Water/Aqua/Eau', 'Sodium Laureth Sulfate', 'Cocamidopropyl Betaine', 'Lauryl Glucoside', 'Propylene Glycol', 'Salicylic Acid', 'Glycolic Acid', 'Quercus Alba Bark Extract', 'Citrus Grandis (Grapefruit) Fruit Extract', 'Prunus Persica (Peach) Fruit Extract', 'Citrus Aurantifolia (Lime) Fruit Extract', 'Citrus Limon (Lemon) Fruit Extract', 'Arginine', 'Tilia Cordata Flower Extract', 'Allantoin', 'BHT', 'Panthenol', 'Butylene Glycol', 'Potassium Sorbate', 'Sodium Benzoate', 'Phenoxyethanol', 'Amyl Cinnamal', 'Linalool', 'Fragrance/Parfum', 'Red 40 (CI 16035)', 'Yellow 5 (CI 19140).']",283,39.00,26
Kiehl's Since 1851,ultra-facial-cleanser,/ultra-facial-cleanser?productId=pimprod2002893,pimprod2002893,https://www.ulta.com/ultra-facial-cleanser?productId=pimprod2002893,25 reviews,4.40,Price$20.00,"['Aqua/Water', 'Sodium Laureth Sulfate', 'Decyl Glucoside', 'Glycerin', 'Cocamidopropyl Betaine', 'Disodium Cocoamphodiacetate', 'Acrylates Copolymer', 'PEG-200 Hydrogenated Glyceryl Palmate', 'Lauryl Glucoside', 'Sodium Chloride', 'Pentylene Glycol', 'Triethanolamine', 'Phenoxyethanol', 'PEG-7 Glyceryl Cocoate', 'Distearyl Ether', 'Behenyl Alcohol', 'Methylparaben', 'Laureth-2', 'Propylparaben', 'Sodium Methylparaben', 'Squalane', 'Prunus Amygdalus Dulcis Oil/Sweet Almond Oil', 'Prunus Armeniaca Kernel Oil/Apricot Kernel Oil', 'Tocopherol', 'Ascorbyl Glucoside', 'Persea Gratissima Oil/Avocado Oil', 'Sodium Hydroxide', 'Citric Acid.']",25,20.00,28
Peter Thomas Roth,ahabha-acne-clearing-gel,/ahabha-acne-clearing-gel?productId=xlsImpprod4930067,xlsImpprod4930067,https://www.ulta.com/ahabha-acne-clearing-gel?productId=xlsImpprod4930067,64 reviews,4.60,Price$54.00,"['Active: Salicylic Acid 2.00%. Inactive: Water (Aqua)', 'Alcohol Denat.', 'Glycolic Acid', 'Glycerin', 'Arginine', 'Hydroxyethylcellulose', 'Ammonium Hydroxide', 'Propylene Glycol', 'Diazolidinyl Urea', 'Methylparaben', 'Propylparaben.']",64,54.00,11
Exuviance,gentle-cream-cleanser,/gentle-cream-cleanser?productId=prod5013711,prod5013711,https://www.ulta.com/gentle-cream-cleanser?productId=prod5013711,347 reviews,4.50,Price$30.00,"['Aqua/water/eau', 'Isododecane', 'Propylene Glycol Dicaprylate/dicaprate', 'Glycerin', 'Ethylhexyl Isononanoate', 'Butylene Glycol', 'Glyceryl Stearate Se,PEG-100 Stearate', 'Triundecanoin', 'Cetyl Alcohol', 'Octyldodecanol', 'Stearyl Alcohol', 'Gluconolactone', 'Cetearyl Glucoside', 'Cucumis Sativus (cucumber) Fruit Extract', 'Aloe Barbadensis Leaf Juice', 'Althaeaofficinalis Root Extract', 'Chamomillarecutita (matricaria) Flower Extract,rosmarinus Officinalis (rosemary) Leaf Extract', 'Cetearyl Alcohol', 'Dimethicone', 'C13-14 Isoparaffin', 'Propylene Glycol', 'Laureth-7', 'Polyacrylamide', 'Disodium EDTA,chlorphenesin', 'Methylparaben', 'Parfum (fragrance)', 'Benzyl Benzoate.']",347,30.00,27
Jack Black,all-over-wash,/all-over-wash?productId=xlsImpprod3730171,xlsImpprod3730171,https://www.ulta.com/all-over-wash?productId=xlsImpprod3730171,269 reviews,4.40,Price$48.00,"['Aqua (Water/Eau)', 'PPG-15 Stearyl Ether', 'Sodium C14-16 Olefin Sulfonate', 'Cocamidopropyl Betaine', 'PEG-120 Methyl Glucose Dioleate', 'Sodium Lauroyl Sarcosinate', 'Fragrance (Parfum)', 'Ethylhexylglycerin', 'Panthenol', 'Aloe Barbadensis Leaf Juice Powder', 'Helianthus Annuus (Sunflower/ Tournesol) Extract', 'Ascorbic Acid', 'Ascorbyl Palmitate', 'Butyrospermum Parkii (Shea/Karité) Butter', 'Hydrolyzed Jojoba Protein', 'Tocopheryl Acetate', 'Camellia Sinensis (Green Tea/Thé vert) Extract*', 'Laminaria Digitata Extract*', 'Ocimum Basilicum (Basil/Basilic) Leaf Extract*', 'Punica Granatum Extract', 'Citrus Grandis (Grapefruit/Pamplemousse) Fruit Extract', 'Hydrolyzed Linseed Extract', 'Rosmarinus Officinalis (Rosemary/Romarin) Leaf Extract', 'Helianthus Annuus (Sunflower/Tournesol) Seed Oil', 'Oryza Sativa (Rice/Riz) Bran Extract', 'Glycine Soja (Soybean/Graine de soja) Sterols', 'Glycol Stearate', 'Glycol Distearate', 'PEG-20 Methyl Glucose Sesquistearate', 'Sodium Benzoate', 'Behenyl Alcohol', 'Glycerin', 'Sodium Phytate', 'Polyquaternium-7', 'Tocopherol', 'Lecithin', 'Glyceryl Stearate', 'Retinyl Palmitate', 'Sorbic Acid', 'Chlorphenesin', 'Citric Acid', 'Phenoxyethanol', 'Hydroxycitronellal', 'Limonene', 'Coumarin', 'Citronellol', 'Citral', 'Linalool', 'Butylphenyl Methylpropional', ""Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde.*Certified Organic/Certifiés BiologiquesAs part of Jack Black's commitment to always offer the highest quality products"", 'some of the ingredients in their formulations may be updated from time to time. The ingredient list shown here may vary from product packaging', 'depending on the location and timing of purchase.']",269,48.00,52
Kiehl's Since 1851,rare-earth-deep-pore-daily-cleanser,/rare-earth-deep-pore-daily-cleanser?productId=pimprod2002897,pimprod2002897,https://www.ulta.com/rare-earth-deep-pore-daily-cleanser?productId=pimprod2002897,18 reviews,4.40,Price$23.00,"['Aqua/Water', 'Kaolin', 'Glycerin', 'Alcohol Denat.', 'Sodium Cocoyl Glycinate', 'Coco-Betaine', 'Acrylates Copolymer', 'Sodium Chloride', 'CI 77891/Titanium Dioxide', 'Solum Diatomeae/ Diatomaceous Earth', 'Phenoxyethanol', 'PEG-14M', 'Glycol Distearate', 'Sodium Benzoate', 'Aloe Barbadensis/Aloe Barbadensis Leaf Juice', 'Salicylic Acid', 'Avena Sativa Flour/Oat Kernel Flour', 'Tocopherol', 'Sodium Hydroxide', 'Allantoin.']",18,23.00,20
Banila Co,clean-it-zero-3-in-1-cleansing-balm,/clean-it-zero-3-in-1-cleansing-balm?productId=pimprod2009043,pimprod2009043,https://www.ulta.com/clean-it-zero-3-in-1-cleansing-balm?productId=pimprod2009043,7 reviews,4.40,Price$24.00,"['Ethylhexyl Palmitate', 'Cetyl Ethylhexanoate', 'PEG-20 Glyceryl Triisostearate', 'PEG-10 Isostearate', 'Synthetic Wax', 'Carthamus Tinctorius (Safflower) Seed Oil', 'Panax Ginseng Berry Extract', 'Butylene Glycol', 'Panax Ginseng Root Extract', 'Royal Jelly Extract', 'Phenoxyethanol', 'Ethylhexylglycerin', 'Oenothera Biennis (Evening Primrose) Oil', 'Helianthus Annuus (Sunflower) Seed Oil', 'Squalane', 'Phenoxyethanol', 'Ethylhexylglycerin', 'Butylene Glycol', 'Tocopheryl Acetate', 'Fragrance', 'Water', 'Bambusa Vulgaris Leaf/Stem Extract', 'Aspalathus Linearis Extract', 'Angelica Archangelica Root Extract', 'Malpighia Glabra (Acerola) Fruit Extract', 'Polydiethyleneglycol Adipate/IPDI Copolymer', 'Acrylates/Ammonium Methacrylate Copolymer', 'Acrylates/Methoxy PEG-15 Methacrylate Copolymer', '1,2-Hexanediol', 'Beta-Carotene', 'Tocopherol', 'Zea Mays (Corn) Oil.']",7,24.00,32
Dermalogica,dermal-clay-cleanser,/dermal-clay-cleanser?productId=VP12692,VP12692,https://www.ulta.com/dermal-clay-cleanser?productId=VP12692,510 reviews,4.80,Price$39.00,"['Water', 'Carthamus Tinctorius (safflower) Seed Oil', 'Butylene Glycol', 'Kaolin', 'Disodium Cocoamphodipropionate', 'Glyceryl Stearate', 'Titanium Dioxide', 'Sorbitan Oleate', 'Extracts Of: Melissa Officinalis Leaf', 'Malva Sylvestris (mallow)', 'Cucumis Sativus (cucumber) Fruit', 'Sambucus Nigra Flower', 'Arnica Montana Flower', 'Parietaria Officinalis', 'Nasturtium Officinale', 'Arctium Lappa Root', 'Salvia Officinalis (sage) Leaf', 'Citrus Medica Limonum (lemon) Fruit', 'Hedera Helix (ivy)', 'Saponaria Officinalis; Montmorillonite', 'Ascorbyl Palmitate', 'Tocopherol', 'Xanthan Gum', 'Sodium Magnesium Silicate', 'Cetyl Alcohol', 'Stearyl Alcohol', 'Sorbitan Trioleate', 'Menthol', 'Citric Acid', 'Potassium Sorbate', 'Tetrasodium EDTA', 'Propylene Glycol', 'Phenoxyethanol', 'Methylparaben', 'Propylparaben.']",510,39.00,35
COSRX,low-ph-good-morning-gel-cleanser,/low-ph-good-morning-gel-cleanser?productId=xlsImpprod16661017,xlsImpprod16661017,https://www.ulta.com/low-ph-good-morning-gel-cleanser?productId=xlsImpprod16661017,44 reviews,5.00,Price$12.00,"['Water', 'Cocamidopropyl Betaine', 'Sodium Lauroyl Methyl Isethionate', 'Polysorbate 20', 'Styrax Japonicus Branch/Fruit/Leaf Extract', 'Butylene Glycol', 'Saccharomyces Ferment', 'Cryptomeria Japonica Leaf Extract', 'Nelumbo Nucifera Leaf Extract', 'Pinus Palustris Leaf Extract', 'Ulmus Davidiana Root Extract', 'Oenothera Biennis (Evening Primrose) Flower Extract', 'Pueraria Lobata Root Extract', 'Melaleuca Alternifolia (Tea Tree) Leaf Oil', 'Allantoin', 'Caprylyl Glycol', 'Ethylhexylglycerin', 'Betaine Salicylate', 'Citric Acid', 'Ethyl Hexanediol', '1,2-Hexanediol', 'Trisodium Ethylenediamine Disuccinate', 'Sodium Benzoate', 'Disodium EDTA.']",44,12.00,24
